"","GeneID","X","TrxID","Npeptides","Ndetect.apy","Ndetect.eup","ID","Nobs.apy","Nobs.eup","mar","specific.eup","specific.apy","imputed","num_NAs","Means.Apy","Means.Eupy","Means.All","Apyrene_vs_Eupyrene_CI.L","Apyrene_vs_Eupyrene_CI.R","Apyrene_vs_Eupyrene_diff","Apyrene_vs_Eupyrene_p.adj","Apyrene_vs_Eupyrene_p.val","significant","Apyrene_vs_Eupyrene_significant","Apyrene_vs_Eupyrene_p.bh","significant_bh","master.de","TranscriptID","GeneName","type","score","PPV","id","desc","subject_seq.id","percent_identicalMatches","alignment_length","number_mismatches","number_gapOpenings","start_query.alignment","end_query.alignment","start_subject.alignment","end_subject.alignment","expect_value","bit_value","organism_commonName","organism_scientificName","organism_group","function.","DpleGene","spermProteomePresence_Monarch","MsexGene","spermProteomePresence_Manduca"
"11","PIERAPG00000000092",11,"PIERAPT00000000278",15,6,6,"PIERAPG00000000092",5,6,TRUE,FALSE,FALSE,FALSE,0,21.4880518978998,21.1768335571868,21.1768335571868,-0.546089565926795,1.68722348187446,0.570566957973835,0.854649210305046,0.294489953542583,FALSE,FALSE,0.570445574344723,FALSE,"unbiased","PIERAPT00000000278","Pdia6","DE",2.20564718537,0.889516782599,0.590909090909,"Disulfide-isomerase A6","Q63081.2",60.798,426,144,6,18,424,19,440,0,530,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Protein disulfide-isomerase A6; AltName: Full=Calcium-binding protein 1; Short=CaBP1; AltName: Full=Protein disulfide isomerase P5; AltName: Full=Thioredoxin domain-containing protein 7; Flags: Precursor","DPOGS201415",FALSE,"Msex2.10316,Msex2.13798",TRUE
"12","PIERAPG00000000099",12,"PIERAPT00000000294",20,6,6,"PIERAPG00000000099",5,6,TRUE,FALSE,FALSE,FALSE,0,20.3423331646347,21.112825138115,21.112825138115,-2.21737714986114,-0.60776008623324,-1.41256861804719,0.206790968686487,0.00187995893569779,FALSE,FALSE,0.0176524957690945,TRUE,"eupyrene","PIERAPT00000000294","tdcB","DE",0.950371838764,0.484259022828,0.638888888889,"L-threonine ammonia-lyase isoform X2","Q74FW6.1",35.969,392,249,2,19,409,2,392,9.56e-66,219,"Geobacter sulfurreducens PCA","Geobacter sulfurreducens PCA","d-proteobacteria","RecName: Full=L-threonine ammonia-lyase; AltName: Full=L-serine ammonia-lyase; AltName: Full=Threonine/serine ammonia-lyase",NA,FALSE,"Msex2.08117",TRUE
"13","PIERAPG00000000101",13,"PIERAPT00000000296",2,3,2,"PIERAPG00000000101",4,2,TRUE,FALSE,FALSE,TRUE,5,12.3058669551469,12.3158160557296,12.3158160557296,-0.901758581340801,0.865278545870947,-0.0182400177349269,0.919116661095436,0.965603779696004,FALSE,FALSE,0.992459403007484,FALSE,"unbiased","PIERAPT00000000296","Dbt","DE",0.931146444884,0.475370396058,0.952830188679,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial","P53395.2",55.319,423,171,4,66,476,65,481,3.05e-166,480,"house mouse","Mus musculus","rodents","RecName: Full=Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial; AltName: Full=Branched-chain alpha-keto acid dehydrogenase complex component E2; Short=BCKAD-E2; Short=BCKADE2; AltName: Full=Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex; AltName: Full=Dihydrolipoamide branched chain transacylase; AltName: Full=Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase; Flags: Precursor","DPOGS215598",FALSE,"Msex2.04403",FALSE
"14","PIERAPG00000000103",14,"PIERAPT00000000303",1,2,2,"PIERAPG00000000103",4,3,TRUE,FALSE,FALSE,TRUE,4,12.9657020937694,13.2729309632187,13.2729309632187,-1.23560360780299,0.109097753155522,-0.563252927323735,0.762139810901804,0.0946914849775701,FALSE,FALSE,0.294713947626819,FALSE,"unbiased","PIERAPT00000000303","ergic3SYAC","DE",1.25445672666,0.614088525952,0.85,"Alanine--tRNA ligase","P21894.1",79.731,967,195,1,1,966,1,967,0,1612,"domestic silkworm","Bombyx mori","moths","RecName: Full=Alanine--tRNA ligase, cytoplasmic; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS","DPOGS214171",FALSE,"Msex2.03148",FALSE
"15","PIERAPG00000000103",15,"PIERAPT00000000305",1,3,1,"PIERAPG00000000103",3,4,TRUE,FALSE,FALSE,TRUE,4,14.0777978718156,13.4620451864222,13.4620451864222,0.275560077159395,1.98219976928287,1.12887992322113,0.497731234159774,0.0127645944552808,FALSE,FALSE,0.0771445672170062,FALSE,"unbiased","PIERAPT00000000303","ergic3SYAC","DE",1.25445672666,0.614088525952,0.85,"Alanine--tRNA ligase","P21894.1",79.731,967,195,1,1,966,1,967,0,1612,"domestic silkworm","Bombyx mori","moths","RecName: Full=Alanine--tRNA ligase, cytoplasmic; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS","DPOGS214171",FALSE,"Msex2.03148",FALSE
"16","PIERAPG00000000104",16,"PIERAPT00000000307",18,6,6,"PIERAPG00000000104",5,6,TRUE,FALSE,FALSE,FALSE,0,23.0854784131395,22.6629389204249,22.6629389204249,0.0399714300570926,1.50934004322952,0.774655736643307,0.664131668194791,0.0400243976090344,FALSE,FALSE,0.172780646301857,FALSE,"unbiased","PIERAPT00000000306","CG18335ELP3","DE",1.60041769505,0.737182820461,0.814814814815,"Elongator complex protein 3","Q5ZHS1.1",84.249,546,79,1,9,554,7,545,0,974,"chicken","Gallus gallus","birds","RecName: Full=Elongator complex protein 3; AltName: Full=tRNA uridine(34) acetyltransferase","DPOGS208811",FALSE,NA,FALSE
"17","PIERAPG00000000107",17,"PIERAPT00000000310",2,6,4,"PIERAPG00000000107",5,4,TRUE,FALSE,FALSE,TRUE,2,15.7683049750224,15.3166513939025,15.3166513939025,0.0835782654963184,1.5724848652765,0.828031565386411,0.632201670398007,0.0314671151704272,FALSE,FALSE,0.14773543902048,FALSE,"unbiased","PIERAPT00000000310","Ppp2r4","DE",1.402754449,0.670061756797,0.775510204082,"Serine/threonine-protein phosphatase 2A activator","P58389.1",55.484,310,135,2,13,322,12,318,6.11e-127,369,"house mouse","Mus musculus","rodents","RecName: Full=Serine/threonine-protein phosphatase 2A activator; AltName: Full=PP2A, subunit B', PR53 isoform; AltName: Full=Phosphotyrosyl phosphatase activator; Short=PTPA; AltName: Full=Serine/threonine-protein phosphatase 2A regulatory subunit 4; AltName: Full=Serine/threonine-protein phosphatase 2A regulatory subunit B'",NA,FALSE,"Msex2.08190",TRUE
"18","PIERAPG00000000117",18,"PIERAPT00000000328",6,6,6,"PIERAPG00000000117",5,6,TRUE,FALSE,FALSE,FALSE,0,21.6522293212528,21.9504630835862,21.9504630835862,-1.14556735222049,0.0520435569981542,-0.546761897611166,0.731845665707849,0.0707496548325779,FALSE,FALSE,0.243954204007769,FALSE,"unbiased","PIERAPT00000000328","Obp19d","DE",1.81820733289,0.801235077607,0.730769230769,"Odorant Binding Protein 39","P54192.2",22.4,125,95,2,31,154,25,148,2.39e-06,48.1,"fruit fly","Drosophila melanogaster","flies","RecName: Full=General odorant-binding protein 19d; AltName: Full=Odorant-binding protein 19d; AltName: Full=Pheromone-binding protein-related protein 2; Short=PBPRP-2; Flags: Precursor","DPOGS205439",TRUE,"Msex2.03519",TRUE
"19","PIERAPG00000000126",19,"PIERAPT00000000343",5,5,2,"PIERAPG00000000126",5,4,TRUE,FALSE,FALSE,TRUE,2,16.8745675225985,16.408108817756,16.408108817756,0.0663865111586507,1.64396207326385,0.855174292211249,0.648012572445582,0.0353838050164746,FALSE,FALSE,0.159031488388137,FALSE,"unbiased","PIERAPT00000000343","CCDC63",NA,NA,NA,NA,NA,"Q8NA47.1",25.773,194,124,7,45,226,49,234,0.000243,45.1,"human","Homo sapiens","primates","RecName: Full=Coiled-coil domain-containing protein 63","DPOGS201692",TRUE,"Msex2.11680",TRUE
"20","PIERAPG00000000129",20,"PIERAPT00000000350",12,6,6,"PIERAPG00000000129",5,6,TRUE,FALSE,FALSE,FALSE,0,18.8290938121471,21.4666314912657,21.4666314912657,-5.69413136023424,-3.97684012986718,-4.83548574505071,2.83322387644633e-11,2.53774501755098e-09,TRUE,TRUE,3.24440939936133e-07,TRUE,"eupyrene","PIERAPT00000000350","Gpl","DE",1.0776618983,0.541068793744,0.409090909091,"arginine esterase-like","Q4TTV7.1",22.53,253,136,10,74,287,36,267,2.65e-08,57.8,"Glossina austeni","Glossina austeni","flies","RecName: Full=Lectizyme; AltName: Full=Proteolytic lectin; Flags: Precursor","DPOGS213109",TRUE,NA,FALSE
"21","PIERAPG00000000132",21,"PIERAPT00000000353",1,6,5,"PIERAPG00000000132",5,6,TRUE,FALSE,FALSE,FALSE,0,14.4304090361755,14.2307281653127,14.2307281653127,-0.518007349710677,1.2501705428744,0.366081596581861,0.872671590982254,0.392715393179998,FALSE,FALSE,0.655331587633368,FALSE,"unbiased","PIERAPT00000000354","HCFC1","DE",1.66342780423,0.756781617778,0.8125,"Host cell factor","P51610.2",55.111,225,92,4,367,584,1799,2021,8e-71,251,"human","Homo sapiens","primates","RecName: Full=Host cell factor 1; Short=HCF; Short=HCF-1; AltName: Full=C1 factor; AltName: Full=CFF; AltName: Full=VCAF; AltName: Full=VP16 accessory protein; Contains: RecName: Full=HCF N-terminal chain 1; Contains: RecName: Full=HCF N-terminal chain 2; Contains: RecName: Full=HCF N-terminal chain 3; Contains: RecName: Full=HCF N-terminal chain 4; Contains: RecName: Full=HCF N-terminal chain 5; Contains: RecName: Full=HCF N-terminal chain 6; Contains: RecName: Full=HCF C-terminal chain 1; Contains: RecName: Full=HCF C-terminal chain 2; Contains: RecName: Full=HCF C-terminal chain 3; Contains: RecName: Full=HCF C-terminal chain 4; Contains: RecName: Full=HCF C-terminal chain 5; Contains: RecName: Full=HCF C-terminal chain 6","DPOGS204414",FALSE,"Msex2.06844",FALSE
"22","PIERAPG00000000136",22,"PIERAPT00000000362",4,6,6,"PIERAPG00000000136",5,6,TRUE,FALSE,FALSE,FALSE,0,18.2033475309812,18.1774783289312,18.1774783289312,-0.623427705280989,0.718281446131031,0.0474268704250207,0.914977162774558,0.882641098001169,FALSE,FALSE,0.954633834760121,FALSE,"unbiased","PIERAPT00000000362","Tstd3","DE",1.27658429636,0.622745883606,0.838709677419,"Thiosulfate sulfurtransferase 2","Q9D0B5.1",42.991,107,60,1,41,147,40,145,1.25e-25,98.2,"house mouse","Mus musculus","rodents","RecName: Full=Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3; AltName: Full=Rhodanese domain-containing protein 3","DPOGS208936",FALSE,"Msex2.08652",FALSE
"23","PIERAPG00000000146",23,"PIERAPT00000000385",25,6,6,"PIERAPG00000000146",5,6,TRUE,FALSE,FALSE,FALSE,0,24.000174190132,23.5818731908152,23.5818731908152,-0.0216857629200436,1.55545609374838,0.766885165414166,0.70515063929848,0.0558699974532111,FALSE,FALSE,0.211516937966371,FALSE,"unbiased","PIERAPT00000000386","Ald","DE",1.08339932879,0.54354588259,0.9,"Fructose-bisphosphate aldolase","P07764.5",81.868,364,63,2,27,390,1,361,0,597,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Fructose-bisphosphate aldolase","DPOGS206959",TRUE,NA,FALSE
"24","PIERAPG00000000166",24,"PIERAPT00000000423",3,5,6,"PIERAPG00000000166",5,6,TRUE,FALSE,FALSE,FALSE,0,16.2557847837346,16.0271811750697,16.0271811750697,-0.329253920145077,1.16746715191641,0.419106615885667,0.844138867453331,0.252208523717685,FALSE,FALSE,0.523963208023492,FALSE,"unbiased","PIERAPT00000000423","Glod4","DE",1.60227913613,0.73777426513,0.868421052632,"Glyoxalase domain-containing protein 4","Q5I0D1.1",59.298,285,112,3,1,282,1,284,7.69e-122,353,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Glyoxalase domain-containing protein 4","DPOGS212133",FALSE,"Msex2.06191",FALSE
"25","PIERAPG00000000172",25,"PIERAPT00000000432",3,6,6,"PIERAPG00000000172",5,6,TRUE,FALSE,FALSE,FALSE,0,17.6376297208278,17.7965001539657,17.7965001539657,-1.01694911080609,0.434424189300455,-0.291262460752819,0.874794057900414,0.407081138911082,FALSE,FALSE,0.665914225265963,FALSE,"unbiased","PIERAPT00000000432","SelD","DE",1.15110462248,0.572232855375,0.884615384615,"Selenophosphate synthetase","O18373.1",92.188,320,25,0,1,320,79,398,0,632,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Inactive selenide, water dikinase-like protein; AltName: Full=Protein patufet; AltName: Full=dSelD","DPOGS214352",FALSE,"Msex2.07628",FALSE
"26","PIERAPG00000000181",26,"PIERAPT00000000463",3,6,6,"PIERAPG00000000181",5,6,TRUE,FALSE,FALSE,FALSE,0,15.8625457867802,15.8412009582615,15.8412009582615,-0.85107222061829,0.929336591853544,0.0391321856176265,0.91723784237923,0.926848380943733,FALSE,FALSE,0.973102974812688,FALSE,"unbiased","PIERAPT00000000463","Capsl","DE",2.71250913699,0.955397579168,0.6875,"Calcyphosine/tpp","Q6P8Y1.4",51.691,207,100,0,77,283,2,208,7.63e-77,235,"house mouse","Mus musculus","rodents","RecName: Full=Calcyphosin-like protein","DPOGS210124",FALSE,NA,FALSE
"27","PIERAPG00000000194",27,"PIERAPT00000000484",10,3,5,"PIERAPG00000000194",2,5,TRUE,FALSE,FALSE,TRUE,4,17.1605634586797,16.6382336008913,16.6382336008913,0.306989920027811,1.60821955852961,0.957604739278711,0.392313919250425,0.00663177735647194,FALSE,FALSE,0.0463109830523377,TRUE,"apyrene","PIERAPT00000000484","ruvB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","PIERAPG00000000224",28,"PIERAPT00000000553",6,6,6,"PIERAPG00000000224",5,6,TRUE,FALSE,FALSE,FALSE,0,18.1734868281335,18.0629043508519,18.0629043508519,-0.622153976439825,1.02762305980549,0.202734541682833,0.896911336594105,0.609208017491523,FALSE,FALSE,0.803752049655109,FALSE,"unbiased","PIERAPT00000000553","Syncrip","DE",1.64945735786,0.75251120551,0.926829268293,"heterogeneous nuclear ribonucleoprotein R","O60506.2",49.588,607,291,6,4,606,8,603,1.51e-180,527,"human","Homo sapiens","primates","RecName: Full=Heterogeneous nuclear ribonucleoprotein Q; Short=hnRNP Q; AltName: Full=Glycine- and tyrosine-rich RNA-binding protein; Short=GRY-RBP; AltName: Full=NS1-associated protein 1; AltName: Full=Synaptotagmin-binding, cytoplasmic RNA-interacting protein","DPOGS210730",FALSE,"Msex2.02465",FALSE
"29","PIERAPG00000000231",29,"PIERAPT00000000571",5,5,6,"PIERAPG00000000231",5,6,TRUE,FALSE,FALSE,FALSE,0,18.0672930383666,17.7513323855551,17.7513323855551,-0.404025463059732,1.56254785670198,0.579261196821122,0.837424335274761,0.22944091008156,FALSE,FALSE,0.496740417744758,FALSE,"unbiased","PIERAPT00000000571","Ak7",NA,NA,NA,NA,NA,"Q9D2H2.1",28.535,389,240,8,1,357,220,602,8.08e-32,132,"house mouse","Mus musculus","rodents","RecName: Full=Adenylate kinase 7; Short=AK 7; AltName: Full=ATP-AMP transphosphorylase 7","DPOGS215594",TRUE,"Msex2.04407",TRUE
"30","PIERAPG00000000240",30,"PIERAPT00000000584",5,3,1,"PIERAPG00000000240",3,1,FALSE,FALSE,FALSE,TRUE,7,15.6934122992419,15.5075359392214,15.5075359392214,-0.249295940634477,0.930842594043137,0.34077332670433,0.840146924800142,0.238319993368145,FALSE,FALSE,0.5065061751635,FALSE,"unbiased","PIERAPT00000000584","Lrrc34","DE",2.02228361342,0.851831355956,0.630434782609,"leucine-rich repeat-containing protein 34-like","Q9DAM1.1",30.874,366,234,8,54,416,46,395,4.42e-33,132,"house mouse","Mus musculus","rodents","RecName: Full=Leucine-rich repeat-containing protein 34","DPOGS214433",FALSE,"Msex2.07744",TRUE
"31","PIERAPG00000000243",31,"PIERAPT00000000590",10,6,6,"PIERAPG00000000243",5,6,TRUE,FALSE,FALSE,FALSE,0,21.4392955445597,21.4048729731653,21.4048729731653,-0.623507544844528,0.749723639957501,0.0631080475564865,0.913098916293127,0.847839563231287,FALSE,FALSE,0.93753117371284,FALSE,"unbiased","PIERAPT00000000590","Scsalpha","DE",2.30124875088,0.906246123471,0.838235294118,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial","Q94522.3",76.9,329,75,1,1,329,1,328,1.25e-164,464,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial; AltName: Full=Succinyl-CoA synthetase subunit alpha; Short=SCS-alpha; AltName: Full=Succinyl-coenzyme A synthetase alpha subunit 1; Flags: Precursor","DPOGS208185",TRUE,"Msex2.03776",TRUE
"32","PIERAPG00000000245",32,"PIERAPT00000000593",11,6,6,"PIERAPG00000000245",5,6,TRUE,FALSE,FALSE,FALSE,0,25.4861108772359,25.4393987867185,25.4393987867185,-0.703280016148677,0.874557681378976,0.0856388326151496,0.911571127830656,0.820765241807624,FALSE,FALSE,0.923671084244866,FALSE,"unbiased","PIERAPT00000000593","dna2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","PIERAPG00000000254",33,"PIERAPT00000000623",4,4,4,"PIERAPG00000000254",4,4,TRUE,FALSE,FALSE,TRUE,3,17.0325145286133,16.7086714930045,16.7086714930045,-0.561463133504046,1.7488875974028,0.593712231949379,0.854035335367425,0.291764755367613,FALSE,FALSE,0.568991833387621,FALSE,"unbiased","PIERAPT00000000623","CP089",NA,NA,NA,NA,NA,"Q3UST5.2",22.613,199,133,7,196,387,153,337,8.06e-09,60.5,"house mouse","Mus musculus","rodents","RecName: Full=UPF0764 protein C16orf89 homolog; Flags: Precursor",NA,NA,NA,NA
"34","PIERAPG00000000257",34,"PIERAPT00000000628",2,4,5,"PIERAPG00000000257",5,6,TRUE,FALSE,FALSE,FALSE,0,15.7596374554355,15.8346310403769,15.8346310403769,-0.890483541000406,0.615507062881917,-0.137488239059245,0.90414638580529,0.703571129424637,FALSE,FALSE,0.861749476775571,FALSE,"unbiased","PIERAPT00000000628","ESD","DE",0.912137432139,0.466502262396,0.7,"Esterase D","P10768.2",62.044,137,52,0,1,137,146,282,3.42e-60,189,"human","Homo sapiens","primates","RecName: Full=S-formylglutathione hydrolase; Short=FGH; AltName: Full=Esterase D; AltName: Full=Methylumbelliferyl-acetate deacetylase","DPOGS204422",FALSE,"Msex2.06854",FALSE
"35","PIERAPG00000000259",35,"PIERAPT00000000632",9,6,6,"PIERAPG00000000259",5,6,TRUE,FALSE,FALSE,FALSE,0,19.4502207486258,19.0708558491534,19.0708558491534,0.0665651334535968,1.32443949794494,0.695502315699269,0.63586886252434,0.0323255934926585,FALSE,FALSE,0.150490578108679,FALSE,"unbiased","PIERAPT00000000632","Mns1","DE",1.28298084654,0.625228548451,0.888888888889,"Meiosis-specific nuclear structural protein 1","Q2KIQ2.2",28.506,435,292,7,33,457,48,473,2.19e-15,82,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Meiosis-specific nuclear structural protein 1","DPOGS201263",FALSE,"Msex2.05183",TRUE
"36","PIERAPG00000000270",36,"PIERAPT00000000659",10,4,6,"PIERAPG00000000270",4,6,TRUE,FALSE,FALSE,TRUE,1,15.8243565172887,18.0608784526381,18.0608784526381,-5.07959917266473,-3.12098125694977,-4.10029021480725,1.88475017664861e-06,1.53650686273095e-07,TRUE,TRUE,6.08017715680677e-06,TRUE,"eupyrene","PIERAPT00000000659","dlst","DE",1.50716066313,0.706580940552,0.9375,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","Q90512.1",54.318,359,141,5,2,358,69,406,4.87e-119,353,"torafugu","Takifugu rubripes","bony fishes","RecName: Full=Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial; AltName: Full=2-oxoglutarate dehydrogenase complex component E2; Short=OGDC-E2; AltName: Full=Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex; AltName: Full=E2K; Flags: Precursor",NA,FALSE,"Msex2.12332",TRUE
