# TargetP-2.0	Organism: Non-Plant	Timestamp: 20260203200701
# ID	Prediction	OTHER	SP	mTP	CS Position
PIERAPG00000006848	SP	0.000429	0.999466	0.000104	CS pos: 23-24. AQS-KV. Pr: 0.6485
PIERAPG00000005011	SP	0.392552	0.602549	0.004900	CS pos: 31-32. TIA-LS. Pr: 0.5001
PIERAPG00000010275	OTHER	0.944465	0.003291	0.052244	
PIERAPG00000010099	OTHER	0.999967	0.000014	0.000019	
PIERAPG00000000257	OTHER	0.864968	0.027612	0.107420	
PIERAPG00000010485	OTHER	0.902598	0.002133	0.095269	
PIERAPG00000013139	SP	0.253247	0.746435	0.000318	CS pos: 31-32. AYA-QD. Pr: 0.8851
PIERAPG00000006370	SP	0.064277	0.935199	0.000524	CS pos: 20-21. AEC-YY. Pr: 0.8586
PIERAPG00000004517	OTHER	0.973934	0.022845	0.003221	
PIERAPG00000005912	OTHER	0.998703	0.001159	0.000138	
PIERAPG00000000359	OTHER	0.999196	0.000581	0.000223	
PIERAPG00000003114	SP	0.228404	0.769872	0.001725	CS pos: 18-19. NDT-KQ. Pr: 0.6082
PIERAPG00000005221	OTHER	0.999975	0.000002	0.000023	
PIERAPG00000001470	OTHER	0.986863	0.001778	0.011359	
PIERAPG00000009992	SP	0.003984	0.995832	0.000185	CS pos: 15-16. ASA-GD. Pr: 0.7552
PIERAPG00000011031	OTHER	0.994686	0.005241	0.000073	
PIERAPG00000004550	OTHER	0.999989	0.000005	0.000006	
PIERAPG00000009113	OTHER	0.999973	0.000008	0.000020	
PIERAPG00000013250	OTHER	0.924897	0.001612	0.073491	
PIERAPG00000003937	OTHER	0.999861	0.000025	0.000114	
PIERAPG00000012655	OTHER	0.996686	0.002878	0.000436	
PIERAPG00000010100	SP	0.002366	0.997619	0.000015	CS pos: 16-17. ALS-VQ. Pr: 0.8434
PIERAPG00000012234	SP	0.039850	0.959983	0.000167	CS pos: 24-25. TDS-GA. Pr: 0.7432
PIERAPG00000013214	OTHER	0.999915	0.000018	0.000066	
PIERAPG00000014361	OTHER	0.998566	0.000125	0.001309	
PIERAPG00000008415	mTP	0.199213	0.052862	0.747925	CS pos: 25-26. GLF-XT. Pr: 0.2373
PIERAPG00000007834	OTHER	0.999980	0.000011	0.000009	
PIERAPG00000009405	mTP	0.229275	0.000017	0.770708	CS pos: 62-63. RHY-SD. Pr: 0.7317
PIERAPG00000013157	SP	0.000043	0.999955	0.000002	CS pos: 19-20. VAA-YH. Pr: 0.8682
PIERAPG00000003450	OTHER	0.999479	0.000194	0.000327	
PIERAPG00000006228	OTHER	0.994447	0.001662	0.003891	
PIERAPG00000009434	OTHER	0.999770	0.000153	0.000077	
PIERAPG00000013093	OTHER	0.589441	0.401382	0.009177	
PIERAPG00000014980	SP	0.000069	0.999930	0.000001	CS pos: 16-17. AYA-KP. Pr: 0.9570
PIERAPG00000010170	SP	0.002552	0.997318	0.000130	CS pos: 19-20. AVS-NP. Pr: 0.6661
PIERAPG00000002471	OTHER	0.996118	0.000384	0.003498	
PIERAPG00000003237	OTHER	0.987921	0.000598	0.011481	
PIERAPG00000000879	OTHER	0.991069	0.008930	0.000001	
PIERAPG00000000272	OTHER	0.999933	0.000021	0.000046	
PIERAPG00000001418	OTHER	0.835455	0.016109	0.148436	
PIERAPG00000000659	OTHER	0.997900	0.000258	0.001841	
PIERAPG00000008512	OTHER	0.998289	0.000697	0.001014	
PIERAPG00000008819	SP	0.000441	0.999472	0.000087	CS pos: 18-19. AYA-TQ. Pr: 0.8559
PIERAPG00000012606	OTHER	0.999968	0.000030	0.000002	
PIERAPG00000002303	OTHER	0.997912	0.001733	0.000355	
PIERAPG00000011182	OTHER	0.999969	0.000004	0.000027	
PIERAPG00000005026	SP	0.000160	0.999809	0.000031	CS pos: 18-19. TLA-DP. Pr: 0.9061
PIERAPG00000002808	OTHER	0.999692	0.000069	0.000239	
PIERAPG00000006931	SP	0.000022	0.999977	0.000000	CS pos: 18-19. CLA-HV. Pr: 0.8486
PIERAPG00000014003	OTHER	0.999912	0.000017	0.000071	
PIERAPG00000005125	SP	0.000593	0.999397	0.000010	CS pos: 18-19. VTG-QT. Pr: 0.7557
PIERAPG00000006729	SP	0.000651	0.999345	0.000004	CS pos: 23-24. AAA-DP. Pr: 0.5423
PIERAPG00000014947	OTHER	0.999924	0.000011	0.000064	
PIERAPG00000010338	SP	0.001128	0.998869	0.000004	CS pos: 18-19. IRA-ED. Pr: 0.9117
PIERAPG00000006569	OTHER	0.999620	0.000129	0.000250	
PIERAPG00000007200	OTHER	0.995060	0.001609	0.003331	
PIERAPG00000009808	OTHER	0.999815	0.000002	0.000183	
PIERAPG00000012594	SP	0.044468	0.946044	0.009488	CS pos: 28-29. VIA-SS. Pr: 0.7455
PIERAPG00000006613	OTHER	0.986054	0.000423	0.013524	
PIERAPG00000009965	SP	0.004311	0.995655	0.000034	CS pos: 20-21. VIA-SI. Pr: 0.5354
PIERAPG00000002255	OTHER	0.663519	0.005154	0.331327	
PIERAPG00000011826	OTHER	0.999926	0.000019	0.000055	
PIERAPG00000000676	OTHER	0.996136	0.000834	0.003030	
PIERAPG00000006041	OTHER	0.866891	0.087912	0.045198	
PIERAPG00000000917	SP	0.083093	0.915695	0.001212	CS pos: 16-17. IYA-IY. Pr: 0.8659
PIERAPG00000013799	SP	0.000446	0.999544	0.000010	CS pos: 18-19. VSA-HN. Pr: 0.5947
PIERAPG00000009938	SP	0.002658	0.996542	0.000800	CS pos: 18-19. CNA-AP. Pr: 0.8770
PIERAPG00000009495	OTHER	0.999625	0.000206	0.000169	
PIERAPG00000012475	OTHER	0.999374	0.000620	0.000007	
PIERAPG00000001448	OTHER	0.999862	0.000132	0.000006	
PIERAPG00000013237	OTHER	0.999873	0.000067	0.000060	
PIERAPG00000004754	OTHER	0.999098	0.000259	0.000642	
PIERAPG00000011070	OTHER	0.999976	0.000012	0.000012	
PIERAPG00000010964	SP	0.006986	0.992956	0.000058	CS pos: 17-18. VRC-WS. Pr: 0.5202
PIERAPG00000008114	SP	0.000033	0.999964	0.000002	CS pos: 16-17. ASA-RP. Pr: 0.9191
PIERAPG00000007274	OTHER	0.993210	0.006436	0.000355	
PIERAPG00000008063	OTHER	0.984064	0.000389	0.015546	
PIERAPG00000012520	OTHER	0.999758	0.000003	0.000239	
PIERAPG00000010606	OTHER	0.999956	0.000009	0.000035	
PIERAPG00000009994	SP	0.000040	0.999960	0.000000	CS pos: 19-20. VAA-HG. Pr: 0.7644
PIERAPG00000005541	SP	0.001527	0.998311	0.000162	CS pos: 21-22. CFC-AS. Pr: 0.7404
PIERAPG00000013423	SP	0.028757	0.956368	0.014875	CS pos: 22-23. ASS-AA. Pr: 0.4423
PIERAPG00000004605	OTHER	0.972503	0.001865	0.025632	
PIERAPG00000005465	OTHER	0.999737	0.000257	0.000006	
PIERAPG00000002356	OTHER	0.999883	0.000007	0.000110	
PIERAPG00000009202	OTHER	0.995471	0.001688	0.002841	
PIERAPG00000001375	OTHER	0.978483	0.019435	0.002082	
PIERAPG00000003234	OTHER	0.950781	0.000175	0.049044	
PIERAPG00000002914	OTHER	0.999993	0.000004	0.000003	
PIERAPG00000012955	OTHER	0.999977	0.000005	0.000018	
PIERAPG00000001672	OTHER	0.999397	0.000052	0.000551	
PIERAPG00000006820	OTHER	0.998433	0.001449	0.000118	
PIERAPG00000007334	OTHER	0.907517	0.090606	0.001877	
PIERAPG00000012459	SP	0.009824	0.990094	0.000081	CS pos: 18-19. IVC-KR. Pr: 0.8867
PIERAPG00000012332	SP	0.002750	0.997247	0.000003	CS pos: 26-27. VSP-YE. Pr: 0.5097
PIERAPG00000010526	SP	0.000013	0.999987	0.000000	CS pos: 16-17. SEQ-HL. Pr: 0.5057
PIERAPG00000012424	OTHER	0.999761	0.000047	0.000191	
PIERAPG00000006203	OTHER	0.972007	0.002233	0.025760	
PIERAPG00000003152	OTHER	0.989001	0.000851	0.010147	
PIERAPG00000001365	OTHER	0.999885	0.000001	0.000114	
PIERAPG00000005304	SP	0.427476	0.565932	0.006592	CS pos: 22-23. VFT-QR. Pr: 0.8975
PIERAPG00000003463	SP	0.012173	0.987770	0.000057	CS pos: 19-20. SVC-VD. Pr: 0.8687
PIERAPG00000006999	OTHER	0.995197	0.001583	0.003220	
PIERAPG00000006510	SP	0.006807	0.993104	0.000089	CS pos: 19-20. IKS-SI. Pr: 0.8515
PIERAPG00000013381	OTHER	0.861667	0.000348	0.137985	
PIERAPG00000011820	OTHER	0.987659	0.012209	0.000132	
PIERAPG00000013433	SP	0.018944	0.980949	0.000107	CS pos: 20-21. VGC-KE. Pr: 0.8966
PIERAPG00000006304	OTHER	0.999938	0.000051	0.000011	
PIERAPG00000010728	OTHER	0.534655	0.006406	0.458940	
PIERAPG00000014739	OTHER	0.965609	0.003701	0.030690	
PIERAPG00000007247	OTHER	0.999987	0.000012	0.000001	
PIERAPG00000013524	OTHER	0.907909	0.008299	0.083792	
PIERAPG00000008297	OTHER	0.970883	0.002802	0.026315	
PIERAPG00000008684	OTHER	0.874888	0.109484	0.015628	
PIERAPG00000007716	mTP	0.182243	0.002657	0.815099	CS pos: 25-26. RWY-SD. Pr: 0.8354
PIERAPG00000002400	OTHER	0.999984	0.000007	0.000009	
PIERAPG00000014758	OTHER	0.999989	0.000006	0.000005	
PIERAPG00000006035	OTHER	0.999863	0.000018	0.000119	
PIERAPG00000005842	OTHER	0.999941	0.000005	0.000054	
PIERAPG00000014121	mTP	0.299354	0.000973	0.699672	CS pos: 23-24. RTQ-NV. Pr: 0.1311
PIERAPG00000009668	OTHER	0.999996	0.000003	0.000001	
PIERAPG00000003362	SP	0.057195	0.942636	0.000169	CS pos: 18-19. IKP-NY. Pr: 0.4855
PIERAPG00000007088	OTHER	0.999840	0.000122	0.000038	
PIERAPG00000013483	OTHER	0.932545	0.006548	0.060907	
PIERAPG00000002003	OTHER	0.999407	0.000143	0.000450	
PIERAPG00000007493	OTHER	0.926901	0.001605	0.071494	
PIERAPG00000013834	OTHER	0.994630	0.001472	0.003898	
PIERAPG00000003135	OTHER	0.999718	0.000205	0.000077	
PIERAPG00000011520	OTHER	0.999777	0.000161	0.000062	
PIERAPG00000002103	OTHER	0.998595	0.001199	0.000206	
PIERAPG00000002622	OTHER	0.968037	0.009824	0.022139	
PIERAPG00000004555	OTHER	0.847244	0.012532	0.140224	
PIERAPG00000007371	OTHER	0.979868	0.010046	0.010086	
PIERAPG00000009039	OTHER	0.999596	0.000220	0.000185	
PIERAPG00000000973	OTHER	0.999969	0.000027	0.000003	
PIERAPG00000005324	OTHER	0.999446	0.000424	0.000131	
PIERAPG00000001854	OTHER	0.999676	0.000091	0.000233	
PIERAPG00000014179	OTHER	0.914992	0.000778	0.084230	
PIERAPG00000002295	OTHER	0.999901	0.000044	0.000055	
PIERAPG00000011191	OTHER	0.999919	0.000003	0.000079	
PIERAPG00000001690	OTHER	0.548142	0.000257	0.451601	
PIERAPG00000007642	mTP	0.221894	0.000840	0.777266	CS pos: 26-27. RKM-SN. Pr: 0.5427
PIERAPG00000013845	SP	0.000689	0.999308	0.000003	CS pos: 20-21. IDA-ST. Pr: 0.9636
PIERAPG00000008262	OTHER	0.990092	0.004419	0.005489	
PIERAPG00000006827	OTHER	0.998623	0.000025	0.001352	
PIERAPG00000001024	OTHER	0.982977	0.004992	0.012031	
PIERAPG00000014429	OTHER	0.999997	0.000003	0.000000	
PIERAPG00000003269	OTHER	0.999507	0.000308	0.000185	
PIERAPG00000011855	OTHER	0.999079	0.000267	0.000655	
PIERAPG00000014216	OTHER	0.996251	0.001479	0.002270	
PIERAPG00000002987	OTHER	0.999846	0.000072	0.000082	
PIERAPG00000011068	OTHER	0.984421	0.002764	0.012814	
PIERAPG00000011105	OTHER	0.815615	0.095136	0.089249	
PIERAPG00000014190	OTHER	0.999632	0.000311	0.000056	
PIERAPG00000004706	OTHER	0.999767	0.000019	0.000214	
PIERAPG00000013901	SP	0.496693	0.500135	0.003172	CS pos: 33-34. YSG-GK. Pr: 0.2738
PIERAPG00000001713	SP	0.308218	0.676520	0.015262	CS pos: 34-35. VRT-NV. Pr: 0.6920
PIERAPG00000000375	SP	0.246593	0.746803	0.006604	CS pos: 19-20. VYG-EP. Pr: 0.9318
PIERAPG00000007379	OTHER	0.957504	0.002808	0.039687	
PIERAPG00000006319	OTHER	0.999996	0.000000	0.000004	
PIERAPG00000011550	OTHER	0.998047	0.000530	0.001423	
PIERAPG00000013163	OTHER	0.998782	0.000107	0.001111	
PIERAPG00000002801	OTHER	0.999823	0.000028	0.000149	
PIERAPG00000013025	OTHER	0.496462	0.487231	0.016306	
PIERAPG00000005165	OTHER	0.999750	0.000085	0.000165	
PIERAPG00000013492	OTHER	0.999207	0.000704	0.000089	
PIERAPG00000001371	OTHER	0.998855	0.000048	0.001097	
PIERAPG00000001129	OTHER	0.974284	0.004456	0.021260	
PIERAPG00000007378	mTP	0.088072	0.000090	0.911838	CS pos: 36-37. RNY-AR. Pr: 0.1884
PIERAPG00000013150	SP	0.037402	0.961068	0.001530	CS pos: 23-24. VFP-KS. Pr: 0.7830
PIERAPG00000014552	OTHER	0.714113	0.284916	0.000970	
PIERAPG00000013023	mTP	0.123208	0.000163	0.876629	CS pos: 24-25. ARC-VS. Pr: 0.3489
PIERAPG00000000166	OTHER	0.961485	0.003479	0.035036	
PIERAPG00000009771	OTHER	0.999897	0.000050	0.000054	
PIERAPG00000001398	OTHER	0.999814	0.000116	0.000070	
PIERAPG00000006993	OTHER	0.998492	0.001132	0.000376	
PIERAPG00000003333	OTHER	0.999913	0.000014	0.000073	
PIERAPG00000005609	OTHER	0.979045	0.006960	0.013995	
PIERAPG00000013496	OTHER	0.999917	0.000066	0.000017	
PIERAPG00000008067	OTHER	0.999668	0.000123	0.000209	
PIERAPG00000013212	OTHER	0.988146	0.000271	0.011583	
PIERAPG00000004060	OTHER	0.999488	0.000059	0.000453	
PIERAPG00000000129	SP	0.028340	0.971631	0.000029	CS pos: 24-25. ICA-SE. Pr: 0.5050
PIERAPG00000013278	OTHER	0.980353	0.019494	0.000154	
PIERAPG00000011131	OTHER	0.998390	0.000589	0.001021	
PIERAPG00000005003	OTHER	0.999281	0.000606	0.000113	
PIERAPG00000008247	OTHER	0.992706	0.000412	0.006882	
PIERAPG00000009497	OTHER	0.990825	0.004202	0.004972	
PIERAPG00000009564	OTHER	0.999673	0.000206	0.000121	
PIERAPG00000012696	OTHER	0.990144	0.000161	0.009695	
PIERAPG00000004143	SP	0.000930	0.998962	0.000108	CS pos: 20-21. VEA-TV. Pr: 0.8807
PIERAPG00000002204	mTP	0.014916	0.000023	0.985060	CS pos: 17-18. RRY-LH. Pr: 0.4646
PIERAPG00000009009	OTHER	0.998522	0.000182	0.001296	
PIERAPG00000000023	OTHER	0.997649	0.000771	0.001579	
PIERAPG00000001632	mTP	0.014664	0.000014	0.985323	CS pos: 30-31. RAL-SV. Pr: 0.3844
PIERAPG00000005220	OTHER	0.999989	0.000006	0.000005	
PIERAPG00000000132	OTHER	0.999998	0.000002	0.000000	
PIERAPG00000001896	OTHER	0.991358	0.000169	0.008473	
PIERAPG00000010833	OTHER	0.999559	0.000266	0.000175	
PIERAPG00000003186	SP	0.000583	0.996097	0.003320	CS pos: 23-24. STA-AD. Pr: 0.3658
PIERAPG00000005945	SP	0.001213	0.998784	0.000004	CS pos: 23-24. AST-AD. Pr: 0.5022
PIERAPG00000004816	OTHER	0.999994	0.000005	0.000001	
PIERAPG00000004479	SP	0.142336	0.751458	0.106206	CS pos: 17-18. STQ-YP. Pr: 0.2082
PIERAPG00000014508	SP	0.061504	0.935056	0.003439	CS pos: 17-18. CFC-VK. Pr: 0.7038
PIERAPG00000007294	SP	0.005768	0.994202	0.000030	CS pos: 18-19. TNQ-VK. Pr: 0.6676
PIERAPG00000009165	OTHER	0.999960	0.000035	0.000005	
PIERAPG00000012938	OTHER	0.999959	0.000040	0.000001	
PIERAPG00000000958	OTHER	0.999895	0.000046	0.000059	
PIERAPG00000011200	OTHER	0.997175	0.000222	0.002604	
PIERAPG00000004856	OTHER	0.999951	0.000017	0.000032	
PIERAPG00000005265	OTHER	0.999616	0.000302	0.000082	
PIERAPG00000004585	mTP	0.102115	0.003924	0.893961	CS pos: 28-29. QNF-AK. Pr: 0.3807
PIERAPG00000010437	OTHER	0.999615	0.000312	0.000072	
PIERAPG00000013840	OTHER	0.999989	0.000003	0.000008	
PIERAPG00000010509	SP	0.002322	0.997675	0.000003	CS pos: 24-25. SKA-ED. Pr: 0.9606
PIERAPG00000010105	SP	0.000003	0.999997	0.000000	CS pos: 18-19. SSA-NR. Pr: 0.7285
PIERAPG00000007122	OTHER	0.998941	0.000213	0.000846	
PIERAPG00000008347	OTHER	0.999912	0.000001	0.000087	
PIERAPG00000008607	SP	0.016251	0.983715	0.000034	CS pos: 16-17. SCA-FE. Pr: 0.7407
PIERAPG00000006998	OTHER	0.999926	0.000034	0.000040	
PIERAPG00000006860	OTHER	0.505896	0.000400	0.493704	
PIERAPG00000011376	OTHER	0.999950	0.000005	0.000044	
PIERAPG00000010176	OTHER	0.999433	0.000314	0.000253	
PIERAPG00000000509	mTP	0.033893	0.000260	0.965847	CS pos: 16-17. RSY-SS. Pr: 0.8673
PIERAPG00000002871	OTHER	0.999997	0.000000	0.000003	
PIERAPG00000005146	OTHER	0.999739	0.000186	0.000076	
PIERAPG00000004737	OTHER	0.999951	0.000028	0.000021	
PIERAPG00000003173	SP	0.000036	0.999963	0.000001	CS pos: 16-17. VYA-ED. Pr: 0.9726
PIERAPG00000002927	mTP	0.090246	0.000033	0.909721	CS pos: 28-29. RNF-ST. Pr: 0.5169
PIERAPG00000012002	mTP	0.005493	0.000010	0.994497	CS pos: 24-25. RSY-AK. Pr: 0.8184
PIERAPG00000003579	OTHER	0.998984	0.000946	0.000070	
PIERAPG00000007351	OTHER	0.999988	0.000008	0.000004	
PIERAPG00000010098	SP	0.016955	0.982885	0.000159	CS pos: 24-25. SAG-QE. Pr: 0.7720
PIERAPG00000009605	OTHER	0.998719	0.000399	0.000882	
PIERAPG00000008713	mTP	0.369819	0.000171	0.630010	CS pos: 33-34. FKY-SN. Pr: 0.4467
PIERAPG00000001289	OTHER	0.997613	0.000615	0.001772	
PIERAPG00000014034	OTHER	0.953643	0.043966	0.002391	
PIERAPG00000002366	OTHER	0.996971	0.000728	0.002301	
PIERAPG00000009412	OTHER	0.802302	0.095228	0.102470	
PIERAPG00000001456	OTHER	0.998449	0.001344	0.000207	
PIERAPG00000012428	OTHER	0.768366	0.000205	0.231429	
PIERAPG00000006930	mTP	0.270811	0.003187	0.726002	CS pos: 20-21. VAF-AS. Pr: 0.7055
PIERAPG00000014437	SP	0.000047	0.999950	0.000002	CS pos: 18-19. VFA-KS. Pr: 0.9040
PIERAPG00000004405	OTHER	0.999994	0.000005	0.000001	
PIERAPG00000007099	OTHER	0.999663	0.000031	0.000306	
PIERAPG00000006927	OTHER	0.999866	0.000097	0.000037	
PIERAPG00000010518	SP	0.001478	0.998412	0.000109	CS pos: 15-16. VAG-QL. Pr: 0.7110
PIERAPG00000011843	SP	0.359398	0.628454	0.012147	CS pos: 19-20. VAC-LT. Pr: 0.8758
PIERAPG00000012228	SP	0.006321	0.993671	0.000008	CS pos: 26-27. AIA-AK. Pr: 0.6933
PIERAPG00000004153	OTHER	0.998959	0.001015	0.000026	
PIERAPG00000008452	OTHER	0.999977	0.000005	0.000019	
PIERAPG00000000697	OTHER	0.990276	0.008994	0.000730	
PIERAPG00000011679	OTHER	0.999908	0.000004	0.000087	
PIERAPG00000006330	SP	0.003934	0.996066	0.000001	CS pos: 19-20. GYS-FN. Pr: 0.6562
PIERAPG00000003836	OTHER	0.942131	0.000381	0.057488	
PIERAPG00000008709	OTHER	0.965035	0.029570	0.005395	
PIERAPG00000006327	OTHER	0.998255	0.000691	0.001054	
PIERAPG00000005916	OTHER	0.996024	0.003840	0.000135	
PIERAPG00000006309	OTHER	0.999995	0.000002	0.000003	
PIERAPG00000002680	OTHER	0.999599	0.000149	0.000252	
PIERAPG00000011712	SP	0.372278	0.627011	0.000711	CS pos: 33-34. AFA-EA. Pr: 0.5093
PIERAPG00000005613	SP	0.000294	0.999699	0.000008	CS pos: 18-19. ALC-EE. Pr: 0.8196
PIERAPG00000004455	OTHER	0.999955	0.000015	0.000031	
PIERAPG00000011497	OTHER	0.998870	0.000252	0.000878	
PIERAPG00000006529	OTHER	0.934876	0.022464	0.042660	
PIERAPG00000012942	SP	0.030862	0.968964	0.000174	CS pos: 29-30. TVA-AV. Pr: 0.6324
PIERAPG00000013057	SP	0.000985	0.998876	0.000139	CS pos: 19-20. INS-VP. Pr: 0.9159
PIERAPG00000002951	OTHER	0.998119	0.000012	0.001869	
PIERAPG00000004370	OTHER	0.999827	0.000165	0.000008	
PIERAPG00000009401	OTHER	0.979071	0.000169	0.020759	
PIERAPG00000003652	OTHER	0.999401	0.000531	0.000068	
PIERAPG00000003894	SP	0.000001	0.999999	0.000000	CS pos: 18-19. ADG-KK. Pr: 0.9059
PIERAPG00000001376	SP	0.000044	0.999956	0.000000	CS pos: 18-19. NEC-KK. Pr: 0.8527
PIERAPG00000010681	SP	0.000371	0.999626	0.000004	CS pos: 28-29. SDA-GP. Pr: 0.8996
PIERAPG00000004317	OTHER	0.652352	0.288232	0.059416	
PIERAPG00000003490	OTHER	0.999136	0.000717	0.000147	
PIERAPG00000013171	OTHER	0.996234	0.000725	0.003041	
PIERAPG00000000729	OTHER	0.985738	0.010527	0.003735	
PIERAPG00000009007	SP	0.025903	0.973851	0.000247	CS pos: 19-20. TEG-SI. Pr: 0.8610
PIERAPG00000002654	OTHER	0.999823	0.000162	0.000015	
PIERAPG00000002441	OTHER	0.999979	0.000000	0.000021	
PIERAPG00000003399	SP	0.000260	0.999738	0.000002	CS pos: 19-20. AKS-YK. Pr: 0.7340
PIERAPG00000005791	OTHER	0.951851	0.047569	0.000580	
PIERAPG00000012501	SP	0.001691	0.998308	0.000001	CS pos: 22-23. GNG-EI. Pr: 0.8301
PIERAPG00000003514	SP	0.000740	0.999202	0.000058	CS pos: 21-22. AAA-QR. Pr: 0.8986
PIERAPG00000008879	OTHER	0.942299	0.057420	0.000281	
PIERAPG00000012629	OTHER	0.999868	0.000032	0.000100	
PIERAPG00000010092	OTHER	0.625625	0.000088	0.374288	
PIERAPG00000009249	OTHER	0.996959	0.003041	0.000001	
PIERAPG00000006580	OTHER	0.999905	0.000064	0.000031	
PIERAPG00000009654	OTHER	0.999750	0.000189	0.000061	
PIERAPG00000012717	OTHER	0.999672	0.000113	0.000215	
PIERAPG00000003650	OTHER	0.999760	0.000164	0.000076	
PIERAPG00000002832	OTHER	0.998193	0.001542	0.000265	
PIERAPG00000012235	OTHER	0.999374	0.000190	0.000437	
PIERAPG00000005991	OTHER	0.896527	0.000028	0.103446	
PIERAPG00000000391	OTHER	0.999878	0.000047	0.000075	
PIERAPG00000013181	OTHER	0.946945	0.047158	0.005897	
PIERAPG00000013087	SP	0.000007	0.999993	0.000000	CS pos: 18-19. AEA-VT. Pr: 0.9423
PIERAPG00000009270	OTHER	0.999697	0.000195	0.000108	
PIERAPG00000001997	OTHER	0.999980	0.000001	0.000019	
PIERAPG00000006417	OTHER	0.999911	0.000001	0.000088	
PIERAPG00000003503	SP	0.108545	0.891318	0.000137	CS pos: 19-20. YFC-AD. Pr: 0.3818
PIERAPG00000013801	OTHER	0.999979	0.000013	0.000008	
PIERAPG00000012513	OTHER	0.992955	0.003865	0.003180	
PIERAPG00000006839	SP	0.024679	0.973600	0.001722	CS pos: 20-21. VNS-SL. Pr: 0.4246
PIERAPG00000000990	SP	0.014811	0.985086	0.000104	CS pos: 20-21. VNG-KH. Pr: 0.8916
PIERAPG00000007634	SP	0.000009	0.999990	0.000001	CS pos: 20-21. VEA-DT. Pr: 0.4969
PIERAPG00000013669	OTHER	0.999445	0.000036	0.000519	
PIERAPG00000000240	OTHER	0.998042	0.000021	0.001938	
PIERAPG00000013068	OTHER	0.985489	0.000180	0.014331	
PIERAPG00000007303	OTHER	0.999955	0.000036	0.000008	
PIERAPG00000006188	OTHER	0.977741	0.016599	0.005660	
PIERAPG00000006464	SP	0.000993	0.999002	0.000005	CS pos: 24-25. VHG-QD. Pr: 0.9823
PIERAPG00000000463	SP	0.001800	0.998161	0.000039	CS pos: 20-21. THA-QN. Pr: 0.8512
PIERAPG00000004448	OTHER	0.994665	0.000130	0.005205	
PIERAPG00000013923	OTHER	0.999919	0.000058	0.000023	
PIERAPG00000007160	OTHER	0.997442	0.002125	0.000433	
PIERAPG00000000369	SP	0.368352	0.630932	0.000716	CS pos: 19-20. VKS-NM. Pr: 0.8695
PIERAPG00000014401	OTHER	0.546365	0.088398	0.365237	
PIERAPG00000010050	OTHER	0.999907	0.000037	0.000056	
PIERAPG00000000351	OTHER	0.998965	0.000024	0.001012	
PIERAPG00000000872	mTP	0.231676	0.015046	0.753278	CS pos: 43-44. RNY-HE. Pr: 0.3214
PIERAPG00000003315	OTHER	0.978969	0.001020	0.020010	
PIERAPG00000009224	OTHER	0.620538	0.005807	0.373655	
PIERAPG00000005070	OTHER	0.999978	0.000019	0.000003	
PIERAPG00000000619	SP	0.000030	0.999967	0.000003	CS pos: 15-16. AHG-LL. Pr: 0.8672
PIERAPG00000014186	OTHER	0.995951	0.000660	0.003389	
PIERAPG00000005710	OTHER	0.991782	0.002714	0.005504	
PIERAPG00000011282	OTHER	0.999944	0.000018	0.000038	
PIERAPG00000005393	OTHER	0.832091	0.167909	0.000000	
PIERAPG00000002215	SP	0.000074	0.999925	0.000001	CS pos: 17-18. VCG-QE. Pr: 0.8512
PIERAPG00000007735	OTHER	0.999949	0.000016	0.000034	
PIERAPG00000004368	OTHER	0.999758	0.000026	0.000215	
PIERAPG00000000883	OTHER	0.999704	0.000094	0.000202	
PIERAPG00000001258	OTHER	0.877900	0.000701	0.121399	
PIERAPG00000004711	OTHER	0.691088	0.004753	0.304159	
PIERAPG00000005973	SP	0.011656	0.975324	0.013020	CS pos: 17-18. AVA-CG. Pr: 0.2776
PIERAPG00000008353	OTHER	0.999952	0.000021	0.000027	
PIERAPG00000008156	OTHER	0.641399	0.005255	0.353346	
PIERAPG00000001122	OTHER	0.999722	0.000001	0.000278	
PIERAPG00000008274	SP	0.052288	0.931552	0.016160	CS pos: 20-21. IRC-DS. Pr: 0.8805
PIERAPG00000008045	mTP	0.185569	0.000135	0.814296	CS pos: 27-28. QQG-VT. Pr: 0.1832
PIERAPG00000010192	OTHER	0.999950	0.000014	0.000036	
PIERAPG00000014872	OTHER	0.999172	0.000429	0.000399	
PIERAPG00000006862	OTHER	0.999435	0.000419	0.000147	
PIERAPG00000011536	OTHER	0.999845	0.000117	0.000038	
PIERAPG00000010453	SP	0.066549	0.932189	0.001262	CS pos: 19-20. VSG-LK. Pr: 0.8240
PIERAPG00000005969	OTHER	0.999634	0.000070	0.000296	
PIERAPG00000001134	OTHER	0.997589	0.001497	0.000914	
PIERAPG00000001192	SP	0.003642	0.996357	0.000001	CS pos: 19-20. LKA-DE. Pr: 0.9504
PIERAPG00000007222	OTHER	0.998930	0.000485	0.000584	
PIERAPG00000009322	OTHER	0.999725	0.000148	0.000127	
PIERAPG00000014059	OTHER	0.808835	0.185427	0.005738	
PIERAPG00000001021	OTHER	0.999713	0.000026	0.000261	
PIERAPG00000012304	OTHER	0.998986	0.000976	0.000039	
PIERAPG00000004573	SP	0.001826	0.998157	0.000017	CS pos: 17-18. ALG-RY. Pr: 0.9126
PIERAPG00000012946	OTHER	0.999998	0.000001	0.000000	
PIERAPG00000014143	OTHER	0.999716	0.000232	0.000053	
PIERAPG00000010819	OTHER	0.994577	0.002539	0.002884	
