PIERAPT00000020220	P13813.1	22.449	196	148	1	105	296	101	296	3.79e-14	77.8	Plasmodium knowlesi	Plasmodium knowlesi	apicomplexans	RecName: Full=110 kDa antigen; AltName: Full=PK110
PIERAPT00000010742	Q6ETN3.1	39.848	527	289	12	44	560	24	532	1.13e-108	338	Japanese rice	Oryza sativa Japonica Group	monocots	RecName: Full=Probable 4-coumarate--CoA ligase 3; Short=4CL 3; Short=Os4CL3; AltName: Full=4-coumaroyl-CoA synthase 3
PIERAPT00000014620	Q7F1X5.1	51.493	134	65	0	2	135	395	528	4.65e-44	154	Japanese rice	Oryza sativa Japonica Group	monocots	RecName: Full=4-coumarate--CoA ligase-like 5
PIERAPT00000026231	Q7F1X5.1	51.493	134	65	0	2	135	395	528	4.65e-44	154	Japanese rice	Oryza sativa Japonica Group	monocots	RecName: Full=4-coumarate--CoA ligase-like 5
PIERAPT00000020240	Q01158.1	30.303	429	276	9	1	415	125	544	1.18e-56	198	Japanese firefly	Aquatica lateralis	beetles	RecName: Full=Luciferin 4-monooxygenase; Short=Luciferase
PIERAPT00000015392	Q84P23.2	41.935	248	140	3	1	245	312	558	2.42e-57	194	thale cress	Arabidopsis thaliana	eudicots	RecName: Full=4-coumarate--CoA ligase-like 9; AltName: Full=4-coumarate--CoA ligase isoform 4; Short=At4CL4
PIERAPT00000028702	Q54P77.1	38.911	496	277	9	6	486	60	544	6.03e-104	324	Dictyostelium discoideum	Dictyostelium discoideum	cellular slime molds	RecName: Full=Probable 4-coumarate--CoA ligase 1; Short=4CL 1; AltName: Full=4-coumaroyl-CoA synthase 1
PIERAPT00000020157	Q54P78.1	29.182	538	329	16	10	511	25	546	1.15e-51	187	Dictyostelium discoideum	Dictyostelium discoideum	cellular slime molds	RecName: Full=Probable 4-coumarate--CoA ligase 2; Short=4CL 2; AltName: Full=4-coumaroyl-CoA synthase 2
PIERAPT00000034779	Q54P79.2	49.751	201	99	1	21	221	346	544	1.92e-61	204	Dictyostelium discoideum	Dictyostelium discoideum	cellular slime molds	RecName: Full=Probable 4-coumarate--CoA ligase 3; Short=4CL 3; AltName: Full=4-coumaroyl-CoA synthase 3
PIERAPT00000027655	P20905.1	59.137	394	116	5	81	437	160	545	4.94e-160	467	fruit fly	Drosophila melanogaster	flies	RecName: Full=5-hydroxytryptamine receptor 1; Short=5-HT receptor; AltName: Full=5HT-dro; AltName: Full=Serotonin receptor 1
PIERAPT00000031725	P20905.1	58.629	394	118	5	81	437	160	545	1.58e-158	463	fruit fly	Drosophila melanogaster	flies	RecName: Full=5-hydroxytryptamine receptor 1; Short=5-HT receptor; AltName: Full=5HT-dro; AltName: Full=Serotonin receptor 1
PIERAPT00000002348	Q25190.1	90.652	460	34	4	9	459	7	466	0.0	781	tobacco budworm	Heliothis virescens	moths	RecName: Full=5-hydroxytryptamine receptor; Short=5-HT receptor; AltName: Full=Serotonin receptor
PIERAPT00000005467	Q17239.1	86.517	445	54	3	1	439	1	445	0.0	669	domestic silkworm	Bombyx mori	moths	RecName: Full=5-hydroxytryptamine receptor; Short=5-HT receptor; AltName: Full=Serotonin receptor
PIERAPT00000006612	Q9XZ43.1	45.221	544	277	9	27	559	27	560	3.12e-161	475	Lutzomyia longipalpis	Lutzomyia longipalpis	flies	RecName: Full=Protein 5NUC; Includes: RecName: Full=UDP-sugar hydrolase; AltName: Full=UDP-sugar diphosphatase; AltName: Full=UDP-sugar pyrophosphatase; Includes: RecName: Full=5'-nucleotidase; Short=5'-NT; Flags: Precursor
PIERAPT00000035079	O60037.1	68.571	105	33	0	2	106	380	484	1.19e-47	161	Cunninghamella elegans	Cunninghamella elegans	fungi	RecName: Full=6-phosphogluconate dehydrogenase, decarboxylating
PIERAPT00000034252	P22922.2	40.323	372	215	5	3	370	22	390	7.17e-75	239	domestic silkworm	Bombyx mori	moths	RecName: Full=Antitrypsin; Short=AT; Flags: Precursor
PIERAPT00000011748	Q9NQ94.1	49.390	328	163	2	11	337	20	345	2.11e-110	337	human	Homo sapiens	primates	RecName: Full=APOBEC1 complementation factor; AltName: Full=APOBEC1-stimulating protein
PIERAPT00000002952	P52584.1	29.213	89	58	3	203	290	30	114	1.82e-05	47.4	Orf virus (strain NZ2)	Orf virus (strain NZ2)	viruses	RecName: Full=Vascular endothelial growth factor homolog; Flags: Precursor
PIERAPT00000016397	Q61838.3	22.752	1468	916	43	33	1372	31	1408	7.90e-84	306	house mouse	Mus musculus	rodents	RecName: Full=Pregnancy zone protein; AltName: Full=Alpha-2-macroglobulin; Short=Alpha-2-M; Contains: RecName: Full=Alpha-2-macroglobulin 165 kDa subunit; Contains: RecName: Full=Alpha-2-macroglobulin 35 kDa subunit; Flags: Precursor
PIERAPT00000002806	Q9N290.1	27.419	186	126	4	57	234	29	213	1.69e-11	66.2	western lowland gorilla	Gorilla gorilla gorilla	primates	RecName: Full=Lactosylceramide 4-alpha-galactosyltransferase; AltName: Full=Alpha-1,4-N-acetylglucosaminyltransferase; AltName: Full=Alpha-1,4-galactosyltransferase; AltName: Full=Globotriaosylceramide synthase; Short=Gb3 synthase; AltName: Full=UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase
PIERAPT00000010124	Q9N290.1	28.767	292	189	7	64	342	36	321	4.95e-34	130	western lowland gorilla	Gorilla gorilla gorilla	primates	RecName: Full=Lactosylceramide 4-alpha-galactosyltransferase; AltName: Full=Alpha-1,4-N-acetylglucosaminyltransferase; AltName: Full=Alpha-1,4-galactosyltransferase; AltName: Full=Globotriaosylceramide synthase; Short=Gb3 synthase; AltName: Full=UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase
PIERAPT00000007684	Q9JI93.1	25.681	257	181	7	99	349	103	355	1.86e-16	82.8	Norway rat	Rattus norvegicus	rodents	RecName: Full=Lactosylceramide 4-alpha-galactosyltransferase; AltName: Full=Alpha-1,4-N-acetylglucosaminyltransferase; AltName: Full=Alpha-1,4-galactosyltransferase; AltName: Full=Alpha4Gal-T1; AltName: Full=Globotriaosylceramide synthase; Short=Gb3 synthase; AltName: Full=UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase
PIERAPT00000034197	Q9JI93.1	25.292	257	182	7	99	349	103	355	1.34e-15	80.1	Norway rat	Rattus norvegicus	rodents	RecName: Full=Lactosylceramide 4-alpha-galactosyltransferase; AltName: Full=Alpha-1,4-N-acetylglucosaminyltransferase; AltName: Full=Alpha-1,4-galactosyltransferase; AltName: Full=Alpha4Gal-T1; AltName: Full=Globotriaosylceramide synthase; Short=Gb3 synthase; AltName: Full=UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase
PIERAPT00000002369	Q9NRG9.1	32.033	487	307	7	7	473	7	489	7.86e-86	276	human	Homo sapiens	primates	RecName: Full=Aladin; AltName: Full=Adracalin
PIERAPT00000022087	Q17Q39.1	73.939	165	42	1	9	173	3	166	1.26e-89	262	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Histone deacetylase complex subunit SAP30 homolog
PIERAPT00000003212	Q17PR1.1	40.181	331	178	6	921	1244	1169	1486	3.91e-69	259	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Zinc finger protein jing homolog
PIERAPT00000031968	Q17PI0.1	54.317	278	119	5	25	296	19	294	1.85e-102	305	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Elongation factor Ts, mitochondrial; Short=EF-Ts; Short=EF-TsMt; Flags: Precursor
PIERAPT00000023220	Q17N69.2	79.141	163	34	0	1	163	64	226	1.44e-96	287	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Lissencephaly-1 homolog
PIERAPT00000004914	Q17N71.1	64.101	1351	434	12	191	1504	38	1374	0.0	1773	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Clustered mitochondria protein homolog
PIERAPT00000000091	Q17M80.1	71.346	520	148	1	4	522	2	521	0.0	784	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial; Short=MMSDH; Short=Malonate-semialdehyde dehydrogenase [acylating]; Flags: Precursor
PIERAPT00000015505	Q17L24.1	37.555	229	116	7	1	214	1	217	1.56e-33	125	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog
PIERAPT00000003513	Q17JQ7.1	48.276	58	30	0	1	58	304	361	7.83e-13	65.9	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=CTL-like protein 1
PIERAPT00000005747	Q17G65.1	31.197	702	388	19	1	616	4	696	3.83e-89	298	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Protein SMG8; AltName: Full=Protein smg-8 homolog
PIERAPT00000022933	Q17G65.1	32.112	928	457	26	1	778	4	908	1.07e-133	422	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Protein SMG8; AltName: Full=Protein smg-8 homolog
PIERAPT00000007455	Q9NHW7.2	49.533	214	106	1	20	233	22	233	7.34e-67	211	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Aquaporin AQPAe.a
PIERAPT00000017971	Q9NHW7.2	54.918	244	110	0	133	376	6	249	1.20e-93	283	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Aquaporin AQPAe.a
PIERAPT00000028462	Q9NHW7.2	45.455	143	76	1	20	162	22	162	8.17e-32	117	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Aquaporin AQPAe.a
PIERAPT00000027899	Q0IG18.1	46.433	771	397	9	4	760	2	770	0.0	653	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=E3 UFM1-protein ligase 1 homolog; AltName: Full=E3 UFM1-protein transferase 1 homolog
PIERAPT00000035401	Q17EJ1.1	57.792	308	129	1	11	317	4	311	1.11e-126	368	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Mitochondrial GTPase 1; Flags: Precursor
PIERAPT00000025904	Q0IFX5.1	58.814	607	242	4	36	636	52	656	0.0	727	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Translation factor GUF1 homolog, mitochondrial; AltName: Full=Elongation factor 4 homolog; Short=EF-4; AltName: Full=GTPase GUF1 homolog; AltName: Full=Ribosomal back-translocase
PIERAPT00000008219	Q17D30.1	71.244	386	108	1	1	383	1	386	0.0	587	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Eukaryotic translation initiation factor 3 subunit M; Short=eIF3m
PIERAPT00000017994	Q0IFL5.1	58.968	407	161	2	3	409	4	404	0.0	518	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase
PIERAPT00000035690	Q0IFL5.1	58.968	407	161	2	3	409	4	404	0.0	518	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase
PIERAPT00000032814	B0W429.1	68.044	363	114	1	77	437	100	462	2.09e-179	513	southern house mosquito	Culex quinquefasciatus	mosquitos	RecName: Full=Protein adenylyltransferase Fic; AltName: Full=De-AMPylase Fic
PIERAPT00000034449	Q0IF90.1	53.209	374	173	2	31	404	87	458	1.99e-140	411	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=WD repeat-containing protein 55 homolog
PIERAPT00000021819	Q172G3.1	46.481	540	248	12	14	542	62	571	1.19e-143	488	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Mediator of RNA polymerase II transcription subunit 1; AltName: Full=Mediator complex subunit 1
PIERAPT00000011043	Q1HQF8.1	48.182	110	56	1	1	109	23	132	3.08e-33	115	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Protein KRTCAP2 homolog; AltName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2; Short=Oligosaccharyl transferase subunit KCP2
PIERAPT00000014910	P29786.2	36.000	125	78	2	23	147	14	136	2.64e-23	94.7	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 3A1; Flags: Precursor
PIERAPT00000028592	P29786.2	31.019	216	136	7	23	230	39	249	5.76e-26	104	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 3A1; Flags: Precursor
PIERAPT00000015483	Q1HRV8.2	40.541	259	152	2	1	258	5	262	3.70e-59	194	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Elongation of very long chain fatty acids protein AAEL008004; AltName: Full=3-keto acyl-CoA synthase AAEL008004; AltName: Full=Very-long-chain 3-oxoacyl-CoA synthase AAEL008004
PIERAPT00000019344	Q1HRV8.2	68.800	250	75	3	12	260	15	262	2.45e-118	347	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Elongation of very long chain fatty acids protein AAEL008004; AltName: Full=3-keto acyl-CoA synthase AAEL008004; AltName: Full=Very-long-chain 3-oxoacyl-CoA synthase AAEL008004
PIERAPT00000021843	Q9VHX7.2	64.310	297	102	2	1	293	1	297	4.72e-133	383	fruit fly	Drosophila melanogaster	flies	RecName: Full=Elongation of very long chain fatty acids protein; AltName: Full=Elongation of very long chain fatty acids elongase; AltName: Full=Very-long-chain 3-oxoacyl-CoA synthase
PIERAPT00000027823	Q1HRV8.2	75.954	262	63	0	1	262	1	262	4.07e-146	416	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Elongation of very long chain fatty acids protein AAEL008004; AltName: Full=3-keto acyl-CoA synthase AAEL008004; AltName: Full=Very-long-chain 3-oxoacyl-CoA synthase AAEL008004
PIERAPT00000013271	Q16H50.1	74.595	185	47	0	1	185	1	185	2.37e-101	295	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Cytosolic Fe-S cluster assembly factor NUBP2 homolog
PIERAPT00000023960	Q16WU7.1	41.209	182	69	6	3	146	4	185	4.54e-30	114	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=WSCD family member AAEL009094
PIERAPT00000028596	Q16FL6.1	70.718	543	151	5	1	541	1	537	0.0	786	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Eukaryotic translation initiation factor 3 subunit L; Short=eIF3l
PIERAPT00000001557	Q16UG2.1	54.876	523	223	4	1	511	7	528	0.0	587	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial; Short=Glu-AdT subunit B; Flags: Precursor
PIERAPT00000030716	Q16TM5.1	90.226	266	26	0	20	285	23	288	1.91e-168	471	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Band 7 protein AAEL010189
PIERAPT00000034361	Q16TM5.1	49.388	245	124	0	52	296	36	280	7.10e-71	223	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Band 7 protein AAEL010189
PIERAPT00000016934	Q16S14.1	76.392	521	121	2	1	520	1	520	0.0	840	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Elongation factor G, mitochondrial; Short=EF-Gmt; AltName: Full=Elongation factor G 1, mitochondrial; Short=mEF-G 1; AltName: Full=Elongation factor G1; Flags: Precursor
PIERAPT00000016269	B0X1Q4.1	58.995	378	147	4	27	401	30	402	8.81e-172	488	southern house mosquito	Culex quinquefasciatus	mosquitos	RecName: Full=O-glucosyltransferase rumi homolog; Flags: Precursor
PIERAPT00000034460	Q16MG9.1	79.394	330	66	1	4	331	2	331	0.0	531	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=ATPase ASNA1 homolog; AltName: Full=Arsenical pump-driving ATPase homolog; AltName: Full=Arsenite-stimulated ATPase
PIERAPT00000020499	Q17GM7.1	80.430	465	89	2	42	505	1	464	0.0	798	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Probable citrate synthase 1, mitochondrial; Flags: Precursor
PIERAPT00000010210	P29787.2	30.469	128	84	4	22	146	49	174	6.96e-17	79.0	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 5G1; Flags: Precursor
PIERAPT00000017335	P29787.2	29.358	218	136	10	25	230	51	262	8.53e-25	101	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 5G1; Flags: Precursor
PIERAPT00000015503	P29787.2	41.053	190	104	5	3	189	76	260	1.81e-37	133	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 5G1; Flags: Precursor
PIERAPT00000018555	P29787.2	44.751	181	92	4	19	197	92	266	4.45e-47	158	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 5G1; Flags: Precursor
PIERAPT00000027306	P29787.2	29.121	182	116	7	5	180	89	263	2.01e-10	61.2	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 5G1; Flags: Precursor
PIERAPT00000029310	P29787.2	35.556	225	133	7	40	254	40	262	9.54e-42	146	yellow fever mosquito	Aedes aegypti	mosquitos	RecName: Full=Trypsin 5G1; Flags: Precursor
PIERAPT00000033067	Q5RCG7.2	36.538	364	197	10	55	397	77	427	2.54e-70	230	Sumatran orangutan	Pongo abelii	primates	RecName: Full=Angio-associated migratory cell protein
PIERAPT00000028815	Q7G192.2	29.466	1293	816	33	3	1221	2	1272	3.45e-159	514	thale cress	Arabidopsis thaliana	eudicots	RecName: Full=Indole-3-acetaldehyde oxidase; Short=IAA oxidase; AltName: Full=Aldehyde oxidase 2; Short=AO-2; Short=AtAO-2; Short=AtAO3
PIERAPT00000024062	Q7G192.2	29.867	750	458	24	2	702	42	772	4.41e-82	287	thale cress	Arabidopsis thaliana	eudicots	RecName: Full=Indole-3-acetaldehyde oxidase; Short=IAA oxidase; AltName: Full=Aldehyde oxidase 2; Short=AO-2; Short=AtAO-2; Short=AtAO3
PIERAPT00000029160	Q08DJ7.1	35.423	319	185	5	1	314	75	377	2.60e-61	202	cattle	Bos taurus	even-toed ungulates	RecName: Full=Protein AAR2 homolog; AltName: Full=AAR2 splicing factor homolog
PIERAPT00000018123	Q9BTE6.2	43.415	410	225	3	1	407	1	406	2.45e-114	343	human	Homo sapiens	primates	RecName: Full=Alanyl-tRNA editing protein Aarsd1; AltName: Full=Alanyl-tRNA synthetase domain-containing protein 1
PIERAPT00000003438	A8E657.1	51.279	899	431	5	26	921	22	916	0.0	972	cattle	Bos taurus	even-toed ungulates	RecName: Full=Alpha-aminoadipic semialdehyde synthase, mitochondrial; AltName: Full=LKR/SDH; Includes: RecName: Full=Lysine ketoglutarate reductase; Short=LKR; Short=LOR; Includes: RecName: Full=Saccharopine dehydrogenase; Short=SDH; Flags: Precursor
PIERAPT00000013073	O95477.3	31.367	695	405	14	110	788	1585	2223	4.32e-100	345	human	Homo sapiens	primates	RecName: Full=Phospholipid-transporting ATPase ABCA1; AltName: Full=ATP-binding cassette sub-family A member 1; AltName: Full=ATP-binding cassette transporter 1; Short=ABC-1; Short=ATP-binding cassette 1; AltName: Full=Cholesterol efflux regulatory protein
PIERAPT00000006418	Q8BX70.2	24.111	253	187	5	19	268	590	840	3.04e-18	90.1	house mouse	Mus musculus	rodents	RecName: Full=Vacuolar protein sorting-associated protein 13C
PIERAPT00000004522	Q86UK0.3	34.444	90	53	1	73	156	758	847	7.41e-13	69.3	human	Homo sapiens	primates	RecName: Full=ATP-binding cassette sub-family A member 12; AltName: Full=ATP-binding cassette transporter 12; Short=ATP-binding cassette 12
PIERAPT00000033616	Q86UQ4.3	28.758	153	101	3	8	160	3855	3999	1.36e-11	65.5	human	Homo sapiens	primates	RecName: Full=ATP-binding cassette sub-family A member 13
PIERAPT00000020014	O95477.3	31.367	695	405	14	110	788	1585	2223	9.19e-100	343	human	Homo sapiens	primates	RecName: Full=Phospholipid-transporting ATPase ABCA1; AltName: Full=ATP-binding cassette sub-family A member 1; AltName: Full=ATP-binding cassette transporter 1; Short=ABC-1; Short=ATP-binding cassette 1; AltName: Full=Cholesterol efflux regulatory protein
PIERAPT00000005683	Q99758.2	35.254	1770	1002	41	15	1719	6	1696	0.0	957	human	Homo sapiens	primates	RecName: Full=ATP-binding cassette sub-family A member 3; AltName: Full=ABC-C transporter; AltName: Full=ATP-binding cassette transporter 3; Short=ATP-binding cassette 3
PIERAPT00000014645	Q99758.2	35.127	1765	1010	30	1	1699	1	1696	0.0	1018	human	Homo sapiens	primates	RecName: Full=ATP-binding cassette sub-family A member 3; AltName: Full=ABC-C transporter; AltName: Full=ATP-binding cassette transporter 3; Short=ATP-binding cassette 3
PIERAPT00000015350	Q99758.2	29.879	1409	864	30	39	1374	337	1694	8.68e-178	576	human	Homo sapiens	primates	RecName: Full=ATP-binding cassette sub-family A member 3; AltName: Full=ABC-C transporter; AltName: Full=ATP-binding cassette transporter 3; Short=ATP-binding cassette 3
PIERAPT00000029563	Q9NRK6.2	50.680	588	278	5	101	683	156	736	0.0	579	human	Homo sapiens	primates	RecName: Full=ATP-binding cassette sub-family B member 10, mitochondrial; AltName: Full=ATP-binding cassette transporter 10; Short=ABC transporter 10 protein; AltName: Full=Mitochondrial ATP-binding cassette 2; Short=M-ABC2; Flags: Precursor
PIERAPT00000000313	Q5F364.1	43.739	551	287	6	15	547	15	560	5.83e-146	459	chicken	Gallus gallus	birds	RecName: Full=Multidrug resistance-associated protein 1; AltName: Full=ATP-binding cassette sub-family C member 1; AltName: Full=Leukotriene C(4) transporter; Short=LTC4 transporter
PIERAPT00000029660	Q5T3U5.1	34.948	970	506	17	199	1160	193	1045	1.95e-169	544	human	Homo sapiens	primates	RecName: Full=Multidrug resistance-associated protein 7; AltName: Full=ATP-binding cassette sub-family C member 10
PIERAPT00000023995	Q8R4P9.1	46.377	276	135	5	9	274	1207	1479	1.03e-65	225	house mouse	Mus musculus	rodents	RecName: Full=Multidrug resistance-associated protein 7; AltName: Full=ATP-binding cassette sub-family C member 10
