"","GeneID","TrxID","Means.All","Means.Apy","Means.Eupy","Apyrene_vs_Eupyrene_p.bh","significant_bh","Apyrene_vs_Eupyrene_diff","desc","subject_seq.id","expect_value","organism_commonName","organism_scientificName","organism_group","function."
"14","PIERAPG00000000103","PIERAPT00000000303",13.2729309632187,12.9657020937694,13.2729309632187,0.294713947626817,FALSE,-0.563252927323736,"Alanine--tRNA ligase","P21894.1",0,"domestic silkworm","Bombyx mori","moths","RecName: Full=Alanine--tRNA ligase, cytoplasmic; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS"
"15","PIERAPG00000000103","PIERAPT00000000305",13.4620451864222,14.0777978718156,13.4620451864222,0.0771445672170112,FALSE,1.12887992322112,"Alanine--tRNA ligase","P21894.1",0,"domestic silkworm","Bombyx mori","moths","RecName: Full=Alanine--tRNA ligase, cytoplasmic; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS"
"16","PIERAPG00000000104","PIERAPT00000000307",22.6629389204249,23.0854784131395,22.6629389204249,0.172780646301863,FALSE,0.7746557366433,"Elongator complex protein 3","Q5ZHS1.1",0,"chicken","Gallus gallus","birds","RecName: Full=Elongator complex protein 3; AltName: Full=tRNA uridine(34) acetyltransferase"
"17","PIERAPG00000000107","PIERAPT00000000310",15.3166513939025,15.7683049750224,15.3166513939025,0.147735439020471,FALSE,0.828031565386423,"Serine/threonine-protein phosphatase 2A activator","P58389.1",6.11e-127,"house mouse","Mus musculus","rodents","RecName: Full=Serine/threonine-protein phosphatase 2A activator; AltName: Full=PP2A, subunit B', PR53 isoform; AltName: Full=Phosphotyrosyl phosphatase activator; Short=PTPA; AltName: Full=Serine/threonine-protein phosphatase 2A regulatory subunit 4; AltName: Full=Serine/threonine-protein phosphatase 2A regulatory subunit B'"
"18","PIERAPG00000000117","PIERAPT00000000328",21.9504630835862,21.6522293212528,21.9504630835862,0.243954204007763,FALSE,-0.546761897611169,"Odorant Binding Protein 39","P54192.2",2.39e-06,"fruit fly","Drosophila melanogaster","flies","RecName: Full=General odorant-binding protein 19d; AltName: Full=Odorant-binding protein 19d; AltName: Full=Pheromone-binding protein-related protein 2; Short=PBPRP-2; Flags: Precursor"
"19","PIERAPG00000000126","PIERAPT00000000343",16.408108817756,16.8745675225985,16.408108817756,0.159031488388141,FALSE,0.855174292211252,NA,"Q8NA47.1",0.000243,"human","Homo sapiens","primates","RecName: Full=Coiled-coil domain-containing protein 63"
"20","PIERAPG00000000129","PIERAPT00000000350",21.4666314912657,18.8290938121471,21.4666314912657,3.24440939936133e-07,TRUE,-4.83548574505071,"arginine esterase-like","Q4TTV7.1",2.65e-08,"Glossina austeni","Glossina austeni","flies","RecName: Full=Lectizyme; AltName: Full=Proteolytic lectin; Flags: Precursor"
"21","PIERAPG00000000132","PIERAPT00000000353",14.2307281653127,14.4304090361755,14.2307281653127,0.655331587633362,FALSE,0.366081596581861,"Host cell factor","P51610.2",8e-71,"human","Homo sapiens","primates","RecName: Full=Host cell factor 1; Short=HCF; Short=HCF-1; AltName: Full=C1 factor; AltName: Full=CFF; AltName: Full=VCAF; AltName: Full=VP16 accessory protein; Contains: RecName: Full=HCF N-terminal chain 1; Contains: RecName: Full=HCF N-terminal chain 2; Contains: RecName: Full=HCF N-terminal chain 3; Contains: RecName: Full=HCF N-terminal chain 4; Contains: RecName: Full=HCF N-terminal chain 5; Contains: RecName: Full=HCF N-terminal chain 6; Contains: RecName: Full=HCF C-terminal chain 1; Contains: RecName: Full=HCF C-terminal chain 2; Contains: RecName: Full=HCF C-terminal chain 3; Contains: RecName: Full=HCF C-terminal chain 4; Contains: RecName: Full=HCF C-terminal chain 5; Contains: RecName: Full=HCF C-terminal chain 6"
"22","PIERAPG00000000136","PIERAPT00000000362",18.1774783289312,18.2033475309812,18.1774783289312,0.954633834760115,FALSE,0.0474268704250207,"Thiosulfate sulfurtransferase 2","Q9D0B5.1",1.25e-25,"house mouse","Mus musculus","rodents","RecName: Full=Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3; AltName: Full=Rhodanese domain-containing protein 3"
"23","PIERAPG00000000146","PIERAPT00000000385",23.5818731908152,24.000174190132,23.5818731908152,0.211516937966371,FALSE,0.766885165414166,"Fructose-bisphosphate aldolase","P07764.5",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Fructose-bisphosphate aldolase"
"24","PIERAPG00000000166","PIERAPT00000000423",16.0271811750697,16.2557847837346,16.0271811750697,0.523963208023475,FALSE,0.419106615885674,"Glyoxalase domain-containing protein 4","Q5I0D1.1",7.69e-122,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Glyoxalase domain-containing protein 4"
"25","PIERAPG00000000172","PIERAPT00000000432",17.7965001539657,17.6376297208278,17.7965001539657,0.665914225265963,FALSE,-0.291262460752819,"Selenophosphate synthetase","O18373.1",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Inactive selenide, water dikinase-like protein; AltName: Full=Protein patufet; AltName: Full=dSelD"
"26","PIERAPG00000000181","PIERAPT00000000463",15.8412009582615,15.8625457867802,15.8412009582615,0.973102974812688,FALSE,0.0391321856176265,"Calcyphosine/tpp","Q6P8Y1.4",7.63e-77,"house mouse","Mus musculus","rodents","RecName: Full=Calcyphosin-like protein"
"27","PIERAPG00000000194","PIERAPT00000000484",16.6382336008913,17.1605634586797,16.6382336008913,0.0463109830523393,TRUE,0.957604739278704,NA,NA,NA,NA,NA,NA,NA
"28","PIERAPG00000000224","PIERAPT00000000553",18.0629043508519,18.1734868281335,18.0629043508519,0.803752049655108,FALSE,0.202734541682833,"heterogeneous nuclear ribonucleoprotein R","O60506.2",1.51e-180,"human","Homo sapiens","primates","RecName: Full=Heterogeneous nuclear ribonucleoprotein Q; Short=hnRNP Q; AltName: Full=Glycine- and tyrosine-rich RNA-binding protein; Short=GRY-RBP; AltName: Full=NS1-associated protein 1; AltName: Full=Synaptotagmin-binding, cytoplasmic RNA-interacting protein"
"29","PIERAPG00000000231","PIERAPT00000000571",17.7513323855551,18.0672930383666,17.7513323855551,0.496740417744757,FALSE,0.579261196821125,NA,"Q9D2H2.1",8.08e-32,"house mouse","Mus musculus","rodents","RecName: Full=Adenylate kinase 7; Short=AK 7; AltName: Full=ATP-AMP transphosphorylase 7"
"30","PIERAPG00000000240","PIERAPT00000000584",15.5075359392214,15.6934122992419,15.5075359392214,0.506506175163496,FALSE,0.340773326704332,"leucine-rich repeat-containing protein 34-like","Q9DAM1.1",4.42e-33,"house mouse","Mus musculus","rodents","RecName: Full=Leucine-rich repeat-containing protein 34"
"31","PIERAPG00000000243","PIERAPT00000000590",21.4048729731653,21.4392955445597,21.4048729731653,0.937531173712849,FALSE,0.0631080475564829,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial","Q94522.3",1.25e-164,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial; AltName: Full=Succinyl-CoA synthetase subunit alpha; Short=SCS-alpha; AltName: Full=Succinyl-coenzyme A synthetase alpha subunit 1; Flags: Precursor"
"32","PIERAPG00000000245","PIERAPT00000000593",25.4393987867186,25.4861108772359,25.4393987867186,0.923671084244857,FALSE,0.0856388326151531,NA,NA,NA,NA,NA,NA,NA
"33","PIERAPG00000000254","PIERAPT00000000623",16.7086714930045,17.0325145286133,16.7086714930045,0.568991833387617,FALSE,0.593712231949386,NA,"Q3UST5.2",8.06e-09,"house mouse","Mus musculus","rodents","RecName: Full=UPF0764 protein C16orf89 homolog; Flags: Precursor"
"34","PIERAPG00000000257","PIERAPT00000000628",15.8346310403769,15.7596374554355,15.8346310403769,0.861749476775551,FALSE,-0.137488239059241,"Esterase D","P10768.2",3.42e-60,"human","Homo sapiens","primates","RecName: Full=S-formylglutathione hydrolase; Short=FGH; AltName: Full=Esterase D; AltName: Full=Methylumbelliferyl-acetate deacetylase"
"35","PIERAPG00000000259","PIERAPT00000000632",19.0708558491534,19.4502207486258,19.0708558491534,0.150490578108679,FALSE,0.695502315699269,"Meiosis-specific nuclear structural protein 1","Q2KIQ2.2",2.19e-15,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Meiosis-specific nuclear structural protein 1"
"36","PIERAPG00000000270","PIERAPT00000000659",18.0608784526381,15.8243565172887,18.0608784526381,6.08017715680689e-06,TRUE,-4.10029021480725,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","Q90512.1",4.87e-119,"torafugu","Takifugu rubripes","bony fishes","RecName: Full=Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial; AltName: Full=2-oxoglutarate dehydrogenase complex component E2; Short=OGDC-E2; AltName: Full=Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex; AltName: Full=E2K; Flags: Precursor"
"37","PIERAPG00000000272","PIERAPT00000000663",15.2323095802567,15.5900278474712,15.2323095802567,0.35977550779376,FALSE,0.65581682322656,"Carbon catabolite repressor","A6NL82.2",2.85e-05,"human","Homo sapiens","primates","RecName: Full=Protein FAM183A"
"38","PIERAPG00000000287","PIERAPT00000000696",16.7196860487264,16.743766671975,16.7196860487264,0.981290018738659,FALSE,0.0441478092891749,"Cytochrome c oxidase subunit","Q7YRK6.3",1.95e-29,"Philippine tarsier","Carlito syrichta","primates","RecName: Full=Cytochrome c oxidase subunit 6B1; AltName: Full=Cytochrome c oxidase subunit VIb isoform 1; Short=COX VIb-1"
"39","PIERAPG00000000290","PIERAPT00000000700",14.0551849823986,13.8215700218833,14.0551849823986,0.600749568587787,FALSE,-0.428294094277991,NA,NA,NA,NA,NA,NA,NA
"40","PIERAPG00000000306","PIERAPT00000000746",17.6420245219478,16.7478611088884,17.6420245219478,0.0252141549552097,TRUE,-1.6392995906089,"Beta-fructofuranosidase","P0DJA7.1",1.72e-99,"Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821","Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821","a-proteobacteria","RecName: Full=Sucrose-6-phosphate hydrolase; Short=Sucrase; AltName: Full=Invertase"
"41","PIERAPG00000000310","PIERAPT00000000752",17.1061232473149,17.4136547155139,17.1061232473149,0.596466015881449,FALSE,0.56380769169807,"27 kDa hemolymph protein precursor, putative","P83632.1",2.42e-99,"greater wax moth","Galleria mellonella","moths","RecName: Full=27 kDa hemolymph protein; AltName: Full=P27K; Short=27k; Flags: Precursor"
"42","PIERAPG00000000334","PIERAPT00000000793",15.8277016961616,16.0337444398288,15.8277016961616,0.608565705319232,FALSE,0.377745030056566,"Pre-mRNA-processing factor 19","Q9UMS4.1",0,"human","Homo sapiens","primates","RecName: Full=Pre-mRNA-processing factor 19; AltName: Full=Nuclear matrix protein 200; AltName: Full=PRP19/PSO4 homolog; Short=hPso4; AltName: Full=RING-type E3 ubiquitin transferase PRP19; AltName: Full=Senescence evasion factor"
"43","PIERAPG00000000340","PIERAPT00000000812",16.9492649696223,16.5250970661608,16.9492649696223,0.308221826005665,FALSE,-0.777641156346196,NA,"Q6PB06.1",1.68e-45,"African clawed frog","Xenopus laevis","frogs & toads","RecName: Full=Hydroxylysine kinase; Short=5-hydroxy-L-lysine kinase"
"44","PIERAPG00000000351","PIERAPT00000000846",18.6830267177392,18.3831646284329,18.6830267177392,0.330045922079727,FALSE,-0.549747163728313,"Malic enzyme","P28227.1",0,"mallard","Anas platyrhynchos","birds","RecName: Full=NADP-dependent malic enzyme; Short=NADP-ME"
"45","PIERAPG00000000352","PIERAPT00000000853",19.6291188201171,18.6543740338937,19.6291188201171,0.00095623670020124,TRUE,-1.78703210807624,NA,NA,NA,NA,NA,NA,NA
"46","PIERAPG00000000354","PIERAPT00000000855",15.378578864796,15.5386837174102,15.378578864796,0.767870727926578,FALSE,0.293525563125959,"Troponin T transcript variant B","Q9XZ71.1",1.35e-155,"American cockroach","Periplaneta americana","roaches","RecName: Full=Troponin T; Short=TnT"
"47","PIERAPG00000000359","PIERAPT00000000870",16.1039587888678,16.2262682013101,16.1039587888678,0.766483436711786,FALSE,0.224233922810985,"juvenile hormone esterase-like","P12992.2",1.54e-64,"tobacco budworm","Heliothis virescens","moths","RecName: Full=Juvenile hormone esterase; Short=JH esterase; Flags: Precursor"
"48","PIERAPG00000000365","PIERAPT00000000886",13.9359499615867,13.9644845481867,13.9359499615867,0.952583742655268,FALSE,0.0523134087667447,"Ubiquitin-conjugating enzyme","P35128.1",6.49e-90,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Ubiquitin-conjugating enzyme E2 N; AltName: Full=E2 ubiquitin-conjugating enzyme N; AltName: Full=Protein bendless; AltName: Full=Ubiquitin carrier protein N; AltName: Full=Ubiquitin-conjugating enzyme E2-17 kDa; AltName: Full=Ubiquitin-protein ligase D3; AltName: Full=Ubiquitin-protein ligase N"
"49","PIERAPG00000000366","PIERAPT00000000887",19.474667948609,19.4555936070113,19.474667948609,0.987325635687252,FALSE,-0.034969626262491,"Histone domain-containing protein","P84245.2",2e-95,"Norway rat","Spisula solidissima;Drosophila hydei;Drosophila melanogaster;Danio rerio;Xenopus laevis;Xenopus tropicalis;Gallus gallus;Homo sapiens;Sus scrofa;Bos taurus;Oryctolagus cuniculus;Mus musculus;Rattus norvegicus","birds;bivalves;bony fishes;even-toed ungulates;flies;frogs & toads;primates;rabbits & hares;rodents","RecName: Full=Histone H3.3"
"50","PIERAPG00000000369","PIERAPT00000000893",17.2205446821785,17.7230309333085,17.2205446821785,0.100648603547974,FALSE,0.921224793738443,NA,"P80931.2",5.38e-18,"sheep","Ovis aries","even-toed ungulates","RecName: Full=Mast cell protease 1A; Short=sMCP-1A; Flags: Precursor"
"51","PIERAPG00000000375","PIERAPT00000000899",16.5192694059183,16.5694774635766,16.5192694059183,0.886991928020134,FALSE,0.0920481057069615,"UDP-N-acetylglucosamine 4-epimerase","Q9W0P5.1",1.19e-103,"fruit fly","Drosophila melanogaster","flies","RecName: Full=UDP-glucose 4-epimerase; AltName: Full=Galactowaldenase; AltName: Full=UDP-N-acetylgalactosamine 4-epimerase; Short=UDP-GalNAc 4-epimerase; AltName: Full=UDP-N-acetylglucosamine 4-epimerase; Short=UDP-GlcNAc 4-epimerase; AltName: Full=UDP-galactose 4-epimerase"
"52","PIERAPG00000000386","PIERAPT00000000935",16.9673211210643,17.9688149607138,16.9673211210643,0.0142261669355457,TRUE,1.83607203935752,"Tctex1 domain-containing protein 1-A","Q8N7M0.2",7.19e-21,"human","Homo sapiens","primates","RecName: Full=Tctex1 domain-containing protein 1"
"53","PIERAPG00000000391","PIERAPT00000000948",14.4639714139423,14.4632902764194,14.4639714139423,0.999974221839782,FALSE,-0.00124875212539344,"Splicing factor pTSR1","Q9Y383.2",6.33e-121,"human","Homo sapiens","primates","RecName: Full=Putative RNA-binding protein Luc7-like 2"
"54","PIERAPG00000000403","PIERAPT00000000970",13.4577207039755,13.496503077478,13.4577207039755,0.937182681373911,FALSE,0.0711010180879494,"oxysterol-binding protein 1","Q3B7Z2.3",0,"house mouse","Mus musculus","rodents","RecName: Full=Oxysterol-binding protein 1"
"55","PIERAPG00000000411","PIERAPT00000000980",17.2385295713412,17.3016777461804,17.2385295713412,0.943774110242679,FALSE,0.115771653871832,"60S ribosomal protein L34","P45842.2",1.3e-55,"Asian tiger mosquito","Aedes albopictus","mosquitos","RecName: Full=60S ribosomal protein L34; AltName: Full=L31"
"56","PIERAPG00000000426","PIERAPT00000001011",16.7682087941563,17.5472786451775,16.7682087941563,0.0376978744504962,TRUE,1.4282947268722,"Aldehyde reductase 6","P16116.2",3.04e-131,"cattle","Bos taurus","even-toed ungulates","RecName: Full=Aldo-keto reductase family 1 member B1; AltName: Full=20-alpha-hydroxysteroid dehydrogenase; Short=20-alpha-HSD; AltName: Full=Aldehyde reductase; AltName: Full=Aldose reductase; Short=AR"
"57","PIERAPG00000000428","PIERAPT00000001013",22.3588279402434,21.691369006589,22.3588279402434,0.0376978744504962,TRUE,-1.22367471169968,NA,NA,NA,NA,NA,NA,NA
"58","PIERAPG00000000444","PIERAPT00000001033",22.3514611080578,20.0973812120055,22.3514611080578,3.1598935279902e-07,TRUE,-4.13247980942923,"Regucalcin","Q6DF62.1",5.91e-56,"tropical clawed frog","Xenopus tropicalis","frogs & toads","RecName: Full=Regucalcin; Short=RC; AltName: Full=Gluconolactonase; Short=GNL"
"59","PIERAPG00000000463","PIERAPT00000001089",15.4367443146795,15.9572153403801,15.4367443146795,0.0905674029854905,FALSE,0.954196880451068,"Oligosaccharyltransferase complex subunit gamma","Q9H0U3.1",1.73e-111,"human","Homo sapiens","primates","RecName: Full=Magnesium transporter protein 1; Short=MagT1; AltName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1; Short=Oligosaccharyl transferase subunit MAGT1; AltName: Full=Implantation-associated protein; Short=IAP; Flags: Precursor"
"60","PIERAPG00000000474","PIERAPT00000001109",15.3000473051634,15.5865699941343,15.3000473051634,0.594189490718695,FALSE,0.525291596446738,"Regucalcin","Q06AA3.1",1.96e-64,"pig","Sus scrofa","even-toed ungulates","RecName: Full=Regucalcin; Short=RC; AltName: Full=Gluconolactonase; Short=GNL; AltName: Full=Senescence marker protein 30; Short=SMP-30"
"61","PIERAPG00000000478","PIERAPT00000001114",18.2102588350743,18.7156661917026,18.2102588350743,0.117212482949737,FALSE,0.926580153818499,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial","O44451.2",1.98e-177,"Caenorhabditis elegans","Caenorhabditis elegans","nematodes","RecName: Full=Pyruvate dehydrogenase E1 component subunit beta, mitochondrial; Short=PDHE1-B; Flags: Precursor"
"62","PIERAPG00000000493","PIERAPT00000001174",18.7601934014977,19.0641625989742,18.7601934014977,0.27183440121056,FALSE,0.557276862040222,"Cathepsin L proteinase","Q26636.1",3.07e-173,"Sarcophaga peregrina","Sarcophaga peregrina","flies","RecName: Full=Cathepsin L; Contains: RecName: Full=Cathepsin L heavy chain; Contains: RecName: Full=Cathepsin L light chain; Flags: Precursor"
"63","PIERAPG00000000495","PIERAPT00000001178",15.6125074100549,16.4894462276128,15.6125074100549,0.00874168408208848,TRUE,1.60772116552272,"testis-specific serine/threonine-protein kinase 3-like isoform X1","Q9D411.1",2.72e-84,"house mouse","Mus musculus","rodents","RecName: Full=Testis-specific serine/threonine-protein kinase 4; Short=TSK-4; Short=TSSK-4; Short=Testis-specific kinase 4"
"64","PIERAPG00000000504","PIERAPT00000001190",15.4667569127305,15.3407222796959,15.4667569127305,0.672712843662495,FALSE,-0.231063493896826,"Pyruvate kinase","O62619.2",3.37e-146,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Pyruvate kinase; Short=PK"
"65","PIERAPG00000000506","PIERAPT00000001201",14.8636001581673,14.772883249455,14.8636001581673,0.869854797056372,FALSE,-0.166314332639374,"Chemosensory protein (Fragment)","E0X9F6.1",1e-15,"pine processionary moth","Thaumetopoea pityocampa","moths","RecName: Full=Allergen Tha p 1; AltName: Allergen=Tha p 1; Flags: Precursor"
"66","PIERAPG00000000509","PIERAPT00000001205",17.0127162068346,17.4202163715459,17.0127162068346,0.378620017681266,FALSE,0.74708363530393,"3-hydroxyisobutyrate dehydrogenase","Q99L13.1",9.97e-87,"house mouse","Mus musculus","rodents","RecName: Full=3-hydroxyisobutyrate dehydrogenase, mitochondrial; Short=HIBADH; Flags: Precursor"
"67","PIERAPG00000000520","PIERAPT00000001222",13.4259408162827,13.3149387819643,13.4259408162827,0.769486202132692,FALSE,-0.203503729583707,"ATP-dependent RNA helicase DDX1 (Fragment)","Q9VNV3.1",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=ATP-dependent RNA helicase Ddx1; Short=DEAD box protein 1"
"68","PIERAPG00000000524","PIERAPT00000001231",15.542612123594,15.4258968076245,15.542612123594,0.7264123338023,FALSE,-0.213978079277313,"Proteasome subunit beta","Q54BC8.1",4.37e-103,"Dictyostelium discoideum","Dictyostelium discoideum","cellular slime molds","RecName: Full=Proteasome subunit beta type-5; Flags: Precursor"
"69","PIERAPG00000000540","PIERAPT00000001281",21.3633090528891,21.2533294755015,21.3633090528891,0.779147247394033,FALSE,-0.201629225210674,"Trypsin serine protease","P35035.3",5.68e-45,"African malaria mosquito","Anopheles gambiae","mosquitos","RecName: Full=Trypsin-1; AltName: Full=Antryp1; Flags: Precursor"
"70","PIERAPG00000000590","PIERAPT00000001392",18.8112708641898,19.060543080712,18.8112708641898,0.623678518913394,FALSE,0.45699906362411,"ATP synthase subunit d, mitochondrial","Q24251.2",1.26e-71,"fruit fly","Drosophila melanogaster","flies","RecName: Full=ATP synthase subunit d, mitochondrial; Short=ATPase subunit d"
"71","PIERAPG00000000603","PIERAPT00000001412",16.1012168560992,16.5571911100774,16.1012168560992,0.0711469850662144,FALSE,0.835952798959919,"Signal recognition particle subunit SRP72","P33731.3",6.59e-121,"dog","Canis lupus familiaris","carnivores","RecName: Full=Signal recognition particle subunit SRP72; Short=SRP72; AltName: Full=Signal recognition particle 72 kDa protein"
"72","PIERAPG00000000610","PIERAPT00000001421",15.6653922467902,15.983014322132,15.6653922467902,0.240580501291118,FALSE,0.582307138126621,"WW domain-binding protein 2","Q6ICG8.1",4.73e-26,"human","Homo sapiens","primates","RecName: Full=Postacrosomal sheath WW domain-binding protein; AltName: Full=WW domain-binding protein 2-like"
"73","PIERAPG00000000619","PIERAPT00000001459",14.3553350890157,12.9399382326436,14.3553350890157,1.91629369580059e-05,TRUE,-2.59489423668225,"Multiple epidermal growth factor-like domains protein 10","Q9W0A0.3",0,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Protein draper; Flags: Precursor"
"74","PIERAPG00000000631","PIERAPT00000001498",21.1566495385556,20.8582193249485,21.1566495385556,0.491592041358428,FALSE,-0.547122058279651,NA,NA,NA,NA,NA,NA,NA
"75","PIERAPG00000000657","PIERAPT00000001561",17.3964588166289,17.7291267553148,17.3964588166289,0.386651073514829,FALSE,0.609891220924208,"sperm flagellar protein 2-like","Q8C9J3.3",8.33e-33,"house mouse","Mus musculus","rodents","RecName: Full=Sperm flagellar protein 2; AltName: Full=Protein KPL2"
"76","PIERAPG00000000659","PIERAPT00000001565",19.4246108461567,19.2269782032974,19.4246108461567,0.594189490718695,FALSE,-0.362326511908748,NA,"P49327.3",2.82e-94,"human","Homo sapiens","primates","RecName: Full=Fatty acid synthase; Includes: RecName: Full=[Acyl-carrier-protein] S-acetyltransferase; Includes: RecName: Full=[Acyl-carrier-protein] S-malonyltransferase; Includes: RecName: Full=3-oxoacyl-[acyl-carrier-protein] synthase; Includes: RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase; Includes: RecName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase; Includes: RecName: Full=Enoyl-[acyl-carrier-protein] reductase; Includes: RecName: Full=Oleoyl-[acyl-carrier-protein] hydrolase"
