qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
PIERAPT00000034361	809.92559885	2.71204290023	5	89	0.935825006656	0.0412169710511	0.000488622940379	Mechanosensory protein 2	
PIERAPT00000034361	419.670345067	26.029450015	49	30525	0.904100952428	0.275899331997	0.000308422130994	PHB domain-containing protein (Fragment)	
PIERAPT00000034361	644.850616175	3.3483082335	6	214	0.85541281723	0.0140991484553	1.10392743197e-06	erythrocyte band 7 integral membrane protein-like	
PIERAPT00000034361	201.52215796	0.540037780254	1	57	0.675579436699	0.00937844051551	2.08540335484e-09	Stomatin-like protein 3	
PIERAPT00000034361	38.8421996807	1.03012698348	2	5569	0.608412246869	0.00542522073267	4.21919504977e-10	SPFH/Band 7/PHB domain protein	
PIERAPT00000016934	2338.5035464	57.7151478744	99	2710	1.63934126861	0.21497963216	3.22500424461e-05	Elongation factor G, mitochondrial	
PIERAPT00000016269	3183.17006332	23.7238449669	41	283	1.96455482109	0.190453484272	0.0173224547018	O-glucosyltransferase rumi	
PIERAPT00000016269	571.341406049	23.5804910609	41	8677	0.90193291324	0.157323675724	0.000740134332147	CAP10 domain-containing protein (Fragment)	
PIERAPT00000016269	565.472083483	1.71749204595	3	47	0.816188833393	0.0	0.0	O-glucosyltransferase rumi-like Protein	
PIERAPT00000016269	430.531333892	1.23613250931	2	42	0.762212533557	0.0	0.0	O-glucosyltransferase rumi-like	
PIERAPT00000016269	279.868933849	0.581570339363	1	22	0.707130258208	0.00977864373508	1.74425524153e-07	Protein glucosyltransferase	
PIERAPT00000034460	4718.35120217	63.2852889783	96	632	2.61902739051	0.266847573247	0.0128847909316	ATPase ASNA1 homolog	
PIERAPT00000034460	183.397621682	1.32733740168	2	184	0.743519170036	0.151245053176	1.21589944121e-05	Arsenical pump-driving ATPase (Fragment)	
PIERAPT00000020499	535.392409294	64.0038338481	100	52188	0.926024786411	0.229936059062	8.55695035869e-05	Citrate synthase	
PIERAPT00000015503	836.684990327	16.7493151592	32	2400	0.947694037034	0.0434340119517	7.28434656317e-07	Serine protease 1	
PIERAPT00000015503	879.60066934	2.09575361019	4	34	0.945525679514	0.00694777520666	0.000154545946939	Cationic trypsinogen	
PIERAPT00000015503	648.845570617	1.54595489416	3	34	0.857990817405	0.0159478712988	1.08685144039e-05	Mite allergen Der p 3	
PIERAPT00000015503	401.278783712	0.518515654233	1	2	0.751567212534	0.0019902765117	4.26249167076e-05	Anionic trypsinogen	
PIERAPT00000015503	307.810534635	23.3847058784	45	34543	0.747652749333	0.0651477355227	1.17826179949e-05	Peptidase S1 domain-containing protein	
PIERAPT00000015503	85.7079791194	3.14233530435	6	8038	0.628857830234	0.00863134535879	1.27731167319e-06	cationic trypsin	
PIERAPT00000018555	7007.35395445	7.04103380488	14	25	3.49962286524	0.198742714284	0.0673822445024	Cocoonase	
PIERAPT00000018555	337.87284546	0.512633285315	1	57	0.725541196435	0.000739732512725	9.52887908079e-10	Transmembrane protease serine 6 (Fragment)	
PIERAPT00000018555	97.6972350676	3.9915324722	8	41275	0.633256026968	0.00788137573558	1.90056725322e-07	Peptidase S1 domain-containing protein (Fragment)	
PIERAPT00000029310	4.92629197492e-11	0.712693282714	1	1051	0.593483750493	0.00657311393397	5.39864172118e-09	Trypsin-like serine protease (Fragment)	
PIERAPT00000033067	3222.85350659	15.9362154694	29	349	1.95105065297	0.135556548731	0.0032139753613	angio-associated migratory cell protein-like	AAMP
PIERAPT00000033067	3169.03096917	2.65251522044	5	6	1.88327140014	0.0483931851926	0.000531216028106	Putative paf acetylhydrolase 45 kDa subunit (Fragment)	AAMP
PIERAPT00000033067	271.162507432	0.517568708878	1	52	0.703553665672	0.00960062410348	1.65962385809e-05	Ribosome assembly protein SQT1	AAMP
PIERAPT00000028815	467.593825095	20.7378215074	38	11766	0.831739672714	0.103210740335	2.25149396028e-05	Xanthine dehydrogenase	
PIERAPT00000028815	439.641763393	16.1897241631	29	8112	0.829416948737	0.119922736456	5.96529142201e-05	Antennae-specific aldehyde oxidase 2	
PIERAPT00000028815	426.132341215	0.550895717466	1	4	0.785433640536	0.0471333904924	3.54434178546e-07	indole-3-acetaldehyde oxidase-like isoform X3	
PIERAPT00000028815	110.090684245	7.77556158948	14	29785	0.634036273698	0.0	0.0	FAD-binding PCMH-type domain-containing protein	
PIERAPT00000024062	815.858135206	1.04840299962	2	178	0.929265662909	0.024381896225	1.91386883544e-07	Putative xanthine dehydrogenase	
PIERAPT00000024062	89.2185438191	1.58327959975	3	33929	0.625687417528	0.0	0.0	FAD-binding PCMH-type domain-containing protein (Fragment)	
PIERAPT00000029160	2267.21287619	13.4472231752	24	696	1.51767406887	0.039214266918	0.000267846230504	AAR2 splicing factor homolog	
PIERAPT00000018123	6317.65886574	25.9353002003	47	161	3.1988566475	0.153968797441	0.00948192826391	alanyl-tRNA editing protein Aarsd1-B	
PIERAPT00000018123	207.325608708	2.31121612221	4	1187	0.676157894898	0.00608990756689	2.02121881951e-08	Alanyl-tRNA synthetase domain-containing protein 1	
PIERAPT00000003438	3157.20889278	60.3855221414	97	1412	1.94656255922	0.176745138505	0.000203935196904	Lysine ketoglutarate reductase	
PIERAPT00000003438	750.720745046	1.32367280081	2	12	0.891858012177	0.00296172379738	2.72972451117e-08	alpha-aminoadipic semialdehyde synthase, mitochondrial-like	
PIERAPT00000003438	345.356756221	0.555880162486	1	5	0.728488688549	0.000652803155966	1.93852975029e-08	General transcription factor IIF subunit 1 (Fragment)	
PIERAPT00000013073	56.4983191109	1.09381067535	2	93762	0.615609711374	0.0056799692335	1.81180544525e-09	ABC transporter domain-containing protein	
PIERAPT00000020014	56.4983191109	1.09381067535	2	93762	0.615575884753	0.00561614541958	1.79144682554e-09	ABC transporter domain-containing protein	
PIERAPT00000005683	1492.20719899	13.4772633677	24	1098	1.20735685709	0.0386300408803	2.79153534557e-06	ATP-binding cassette transporter (ABC transporter) family A member	
PIERAPT00000005683	1241.69159488	1.07024368526	2	5	1.12335062243	0.069195604864	1.56949868426e-05	ATP-binding cassette sub-family A ABCA1	
PIERAPT00000005683	7.03279558236	0.598928876325	1	93762	0.593214959416	0.000758190899605	3.00571236645e-10	ABC transporter domain-containing protein	
PIERAPT00000014645	2108.33275555	23.220161306	44	1044	1.47379607472	0.0763449397259	7.72238164885e-06	ATP-binding cassette transporter A subfamily member 3	
PIERAPT00000014645	1684.66348377	4.48489605562	8	61	1.29393987453	0.056735633909	0.000229752516046	ATP-binding cassette sub-family A ABCA1	
PIERAPT00000014645	28.3683116136	1.02456959693	2	11175	0.601870277011	0.000986702563125	3.34712967269e-10	Putative ABC Transporter	
PIERAPT00000015350	1240.39648041	3.77876602175	7	681	1.09370128181	0.0142314798126	2.67035794918e-07	retinal-specific ATP-binding cassette transporter-like	
PIERAPT00000029563	3588.41076421	22.098226226	39	332	2.07110208405	0.0862974079508	7.60777483472e-06	ATP-binding cassette sub-family B member 10, mitochondrial	
PIERAPT00000029563	1654.68599205	2.79622253947	5	25	1.26428784231	0.0234215787675	4.37080425428e-07	Putative multidrug/pheromone exporter abc superfamily protein (Fragment)	
PIERAPT00000029563	530.840702744	0.567350094978	1	4	0.802494172298	0.000297907898366	7.13764771741e-10	Multidrug resistance protein homolog 65-like Protein	
PIERAPT00000029563	53.4160470882	1.17624298652	2	4239	0.612567759498	0.00226667469022	1.53862214178e-07	Lipid a export ATP-binding/permease protein msba	
PIERAPT00000029563	18.4538717427	2.86960754768	5	205917	0.598130346783	0.00141282601988	1.47600654997e-08	ABC transporter B	
